key	date	value
Methylosmolene	12/1/16 3:0:0	0.175445
Chlorodinine	12/1/16 3:0:0	0.153944
Methylosmolene	12/1/16 3:0:0	0.143206
Methylosmolene	12/1/16 3:0:0	0.0730603
Methylosmolene	12/1/16 4:0:0	2.37534
AGOC-3A	12/1/16 4:0:0	2.04371
Methylosmolene	12/1/16 4:0:0	1.99108
Chlorodinine	12/1/16 4:0:0	1.88608
Chlorodinine	12/1/16 4:0:0	1.84758
AGOC-3A	12/1/16 4:0:0	1.73425
Appluimonia	12/1/16 4:0:0	1.59904
Appluimonia	12/1/16 4:0:0	1.53644
AGOC-3A	12/1/16 4:0:0	1.39291
Appluimonia	12/1/16 4:0:0	1.07609
Methylosmolene	12/1/16 4:0:0	0.914204
Appluimonia	12/1/16 4:0:0	0.901425
Chlorodinine	12/1/16 4:0:0	0.732352
Methylosmolene	12/1/16 4:0:0	0.725237
Chlorodinine	12/1/16 4:0:0	0.693257
Appluimonia	12/1/16 4:0:0	0.679968
AGOC-3A	12/1/16 4:0:0	0.533996
Appluimonia	12/1/16 4:0:0	0.451093
Methylosmolene	12/1/16 4:0:0	0.445128
Chlorodinine	12/1/16 4:0:0	0.436905
AGOC-3A	12/1/16 4:0:0	0.375632
AGOC-3A	12/1/16 4:0:0	0.324081
Appluimonia	12/1/16 4:0:0	0.301926
AGOC-3A	12/1/16 4:0:0	0.257498
AGOC-3A	12/1/16 4:0:0	0.253728
Appluimonia	12/1/16 4:0:0	0.248804
Methylosmolene	12/1/16 4:0:0	0.176893
Chlorodinine	12/1/16 4:0:0	0.17576
Chlorodinine	12/1/16 4:0:0	0.167482
Chlorodinine	12/1/16 4:0:0	0.150697
Methylosmolene	12/1/16 4:0:0	0.12563
Appluimonia	12/1/16 4:0:0	0.122475
Methylosmolene	12/1/16 4:0:0	0.113842
AGOC-3A	12/1/16 4:0:0	0.105896
Chlorodinine	12/1/16 4:0:0	0.0854958
Methylosmolene	12/1/16 4:0:0	0.0287494
Methylosmolene	12/1/16 5:0:0	2.34953
AGOC-3A	12/1/16 5:0:0	2.09046
Chlorodinine	12/1/16 5:0:0	1.97518
Appluimonia	12/1/16 5:0:0	1.97351
Methylosmolene	12/1/16 5:0:0	1.58044
Methylosmolene	12/1/16 5:0:0	1.28124
Appluimonia	12/1/16 5:0:0	1.23007
Methylosmolene	12/1/16 5:0:0	0.98465
Chlorodinine	12/1/16 5:0:0	0.982988
Appluimonia	12/1/16 5:0:0	0.896653
Chlorodinine	12/1/16 5:0:0	0.84672
AGOC-3A	12/1/16 5:0:0	0.777613
Chlorodinine	12/1/16 5:0:0	0.654934
Methylosmolene	12/1/16 5:0:0	0.63509
Chlorodinine	12/1/16 5:0:0	0.545735
Appluimonia	12/1/16 5:0:0	0.493132
AGOC-3A	12/1/16 5:0:0	0.46525
AGOC-3A	12/1/16 5:0:0	0.41368
AGOC-3A	12/1/16 5:0:0	0.409413
Methylosmolene	12/1/16 5:0:0	0.384742
Methylosmolene	12/1/16 5:0:0	0.368838
Appluimonia	12/1/16 5:0:0	0.359231
Chlorodinine	12/1/16 5:0:0	0.35748
Chlorodinine	12/1/16 5:0:0	0.353984
AGOC-3A	12/1/16 5:0:0	0.350749
Appluimonia	12/1/16 5:0:0	0.35073
Appluimonia	12/1/16 5:0:0	0.269946
AGOC-3A	12/1/16 5:0:0	0.239491
Methylosmolene	12/1/16 5:0:0	0.16983
Chlorodinine	12/1/16 5:0:0	0.162628
AGOC-3A	12/1/16 5:0:0	0.16158
Methylosmolene	12/1/16 5:0:0	0.149416
Appluimonia	12/1/16 5:0:0	0.125524
AGOC-3A	12/1/16 5:0:0	0.0644967
Appluimonia	12/1/16 5:0:0	0.0475404
Chlorodinine	12/1/16 5:0:0	0.0366787
Chlorodinine	12/1/16 6:0:0	3.67498
AGOC-3A	12/1/16 6:0:0	2.69658
Chlorodinine	12/1/16 6:0:0	2.4259
Methylosmolene	12/1/16 6:0:0	2.39095
Methylosmolene	12/1/16 6:0:0	1.88394
Appluimonia	12/1/16 6:0:0	1.86009
AGOC-3A	12/1/16 6:0:0	1.65945
Chlorodinine	12/1/16 6:0:0	1.61168
AGOC-3A	12/1/16 6:0:0	1.44752
Appluimonia	12/1/16 6:0:0	1.00344
Methylosmolene	12/1/16 6:0:0	0.920982
Chlorodinine	12/1/16 6:0:0	0.895265
AGOC-3A	12/1/16 6:0:0	0.833938
Chlorodinine	12/1/16 6:0:0	0.828275
Methylosmolene	12/1/16 6:0:0	0.665901
Chlorodinine	12/1/16 6:0:0	0.623046
Methylosmolene	12/1/16 6:0:0	0.60723
Methylosmolene	12/1/16 6:0:0	0.60661
Chlorodinine	12/1/16 6:0:0	0.567571
Appluimonia	12/1/16 6:0:0	0.527644
AGOC-3A	12/1/16 6:0:0	0.526028
AGOC-3A	12/1/16 6:0:0	0.51894
AGOC-3A	12/1/16 6:0:0	0.490278
Methylosmolene	12/1/16 6:0:0	0.440631
AGOC-3A	12/1/16 6:0:0	0.398454
AGOC-3A	12/1/16 6:0:0	0.367446
Appluimonia	12/1/16 6:0:0	0.301106
Methylosmolene	12/1/16 6:0:0	0.296631
Chlorodinine	12/1/16 6:0:0	0.292354
Appluimonia	12/1/16 6:0:0	0.289562
Appluimonia	12/1/16 6:0:0	0.240215
Appluimonia	12/1/16 6:0:0	0.229476
Methylosmolene	12/1/16 6:0:0	0.208226
Appluimonia	12/1/16 6:0:0	0.206585
Appluimonia	12/1/16 6:0:0	0.0808647
Chlorodinine	12/1/16 6:0:0	0.0273558
AGOC-3A	12/1/16 7:0:0	4.5804
Appluimonia	12/1/16 7:0:0	2.64308
Chlorodinine	12/1/16 7:0:0	2.51163
Methylosmolene	12/1/16 7:0:0	2.14255
Chlorodinine	12/1/16 7:0:0	2.03017
Appluimonia	12/1/16 7:0:0	1.68205
Methylosmolene	12/1/16 7:0:0	1.5116
AGOC-3A	12/1/16 7:0:0	1.4809
AGOC-3A	12/1/16 7:0:0	1.19388
Methylosmolene	12/1/16 7:0:0	0.982444
AGOC-3A	12/1/16 7:0:0	0.578923
AGOC-3A	12/1/16 7:0:0	0.47529
Chlorodinine	12/1/16 7:0:0	0.456679
Appluimonia	12/1/16 7:0:0	0.427886
Appluimonia	12/1/16 7:0:0	0.378699
Appluimonia	12/1/16 7:0:0	0.363329
Chlorodinine	12/1/16 7:0:0	0.34704
Appluimonia	12/1/16 7:0:0	0.336408
Chlorodinine	12/1/16 7:0:0	0.314078
Methylosmolene	12/1/16 7:0:0	0.305188
Methylosmolene	12/1/16 7:0:0	0.286571
Chlorodinine	12/1/16 7:0:0	0.245753
Appluimonia	12/1/16 7:0:0	0.227462
AGOC-3A	12/1/16 7:0:0	0.212428
AGOC-3A	12/1/16 7:0:0	0.204636
Chlorodinine	12/1/16 7:0:0	0.178562
Appluimonia	12/1/16 7:0:0	0.142882
Chlorodinine	12/1/16 7:0:0	0.132032
AGOC-3A	12/1/16 7:0:0	0.104628
Methylosmolene	12/1/16 7:0:0	0.087584
Methylosmolene	12/1/16 7:0:0	0.0829822
Chlorodinine	12/1/16 7:0:0	0.0533121
Methylosmolene	12/1/16 7:0:0	0.0346443
Methylosmolene	12/1/16 7:0:0	0.0277863
AGOC-3A	12/1/16 7:0:0	0.0220983
Appluimonia	12/1/16 7:0:0	0.0207512
AGOC-3A	12/1/16 8:0:0	3.33681
Appluimonia	12/1/16 8:0:0	2.1429
Chlorodinine	12/1/16 8:0:0	1.96422
Appluimonia	12/1/16 8:0:0	1.91453
Methylosmolene	12/1/16 8:0:0	1.88635
Chlorodinine	12/1/16 8:0:0	1.76357
Chlorodinine	12/1/16 8:0:0	1.24925
Chlorodinine	12/1/16 8:0:0	1.13401
AGOC-3A	12/1/16 8:0:0	1.08384
AGOC-3A	12/1/16 8:0:0	0.841701
AGOC-3A	12/1/16 8:0:0	0.805561
Methylosmolene	12/1/16 8:0:0	0.723116
Appluimonia	12/1/16 8:0:0	0.702134
Chlorodinine	12/1/16 8:0:0	0.700949
Methylosmolene	12/1/16 8:0:0	0.656894
Chlorodinine	12/1/16 8:0:0	0.646089
Methylosmolene	12/1/16 8:0:0	0.638642
Appluimonia	12/1/16 8:0:0	0.617331
AGOC-3A	12/1/16 8:0:0	0.544094
AGOC-3A	12/1/16 8:0:0	0.518692
Appluimonia	12/1/16 8:0:0	0.479544
Chlorodinine	12/1/16 8:0:0	0.450128
Appluimonia	12/1/16 8:0:0	0.4467
AGOC-3A	12/1/16 8:0:0	0.419086
Appluimonia	12/1/16 8:0:0	0.413988
Appluimonia	12/1/16 8:0:0	0.340226
Chlorodinine	12/1/16 8:0:0	0.329211
AGOC-3A	12/1/16 8:0:0	0.311452
Methylosmolene	12/1/16 8:0:0	0.251411
Appluimonia	12/1/16 8:0:0	0.216239
Chlorodinine	12/1/16 8:0:0	0.181772
Methylosmolene	12/1/16 8:0:0	0.158468
Methylosmolene	12/1/16 8:0:0	0.155896
Methylosmolene	12/1/16 8:0:0	0.152693
Methylosmolene	12/1/16 8:0:0	0.151105
AGOC-3A	12/1/16 8:0:0	0.0786698
AGOC-3A	12/1/16 9:0:0	4.44424
Chlorodinine	12/1/16 9:0:0	2.12438
Appluimonia	12/1/16 9:0:0	1.92199
Methylosmolene	12/1/16 9:0:0	1.91285
AGOC-3A	12/1/16 9:0:0	1.7144
AGOC-3A	12/1/16 9:0:0	1.65695
Methylosmolene	12/1/16 9:0:0	1.63173
Methylosmolene	12/1/16 9:0:0	1.43313
Appluimonia	12/1/16 9:0:0	1.32191
Methylosmolene	12/1/16 9:0:0	0.944853
Chlorodinine	12/1/16 9:0:0	0.863893
Appluimonia	12/1/16 9:0:0	0.802472
Appluimonia	12/1/16 9:0:0	0.765833
Chlorodinine	12/1/16 9:0:0	0.742097
Chlorodinine	12/1/16 9:0:0	0.693643
AGOC-3A	12/1/16 9:0:0	0.620478
Appluimonia	12/1/16 9:0:0	0.594689
Appluimonia	12/1/16 9:0:0	0.535122
Appluimonia	12/1/16 9:0:0	0.51329
Methylosmolene	12/1/16 9:0:0	0.509898
Chlorodinine	12/1/16 9:0:0	0.449961
Chlorodinine	12/1/16 9:0:0	0.436465
Methylosmolene	12/1/16 9:0:0	0.430417
AGOC-3A	12/1/16 9:0:0	0.417625
Chlorodinine	12/1/16 9:0:0	0.417492
AGOC-3A	12/1/16 9:0:0	0.395301
Methylosmolene	12/1/16 9:0:0	0.390222
AGOC-3A	12/1/16 9:0:0	0.336149
Chlorodinine	12/1/16 9:0:0	0.324769
Chlorodinine	12/1/16 9:0:0	0.28819
Methylosmolene	12/1/16 9:0:0	0.213205
AGOC-3A	12/1/16 9:0:0	0.202716
Appluimonia	12/1/16 9:0:0	0.197016
Appluimonia	12/1/16 9:0:0	0.119722
AGOC-3A	12/1/16 9:0:0	0.0916437
Methylosmolene	12/1/16 9:0:0	0.0685574
Chlorodinine	12/1/16 10:0:0	6.81971
AGOC-3A	12/1/16 10:0:0	3.67169
Chlorodinine	12/1/16 10:0:0	2.00536
Appluimonia	12/1/16 10:0:0	1.84344
Appluimonia	12/1/16 10:0:0	1.81132
AGOC-3A	12/1/16 10:0:0	1.79747
Methylosmolene	12/1/16 10:0:0	1.7071
Methylosmolene	12/1/16 10:0:0	1.64495
Appluimonia	12/1/16 10:0:0	1.60605
Methylosmolene	12/1/16 10:0:0	0.955622
AGOC-3A	12/1/16 10:0:0	0.895142
Chlorodinine	12/1/16 10:0:0	0.837551
Chlorodinine	12/1/16 10:0:0	0.817398
AGOC-3A	12/1/16 10:0:0	0.786293
Appluimonia	12/1/16 10:0:0	0.639833
Appluimonia	12/1/16 10:0:0	0.577879
Chlorodinine	12/1/16 10:0:0	0.502359
AGOC-3A	12/1/16 10:0:0	0.499955
AGOC-3A	12/1/16 10:0:0	0.499056
Appluimonia	12/1/16 10:0:0	0.455435
Chlorodinine	12/1/16 10:0:0	0.445153
Appluimonia	12/1/16 10:0:0	0.390798
Appluimonia	12/1/16 10:0:0	0.387163
Chlorodinine	12/1/16 10:0:0	0.304214
Methylosmolene	12/1/16 10:0:0	0.292281
Methylosmolene	12/1/16 10:0:0	0.280637
Appluimonia	12/1/16 10:0:0	0.241787
Methylosmolene	12/1/16 10:0:0	0.209211
AGOC-3A	12/1/16 10:0:0	0.202571
AGOC-3A	12/1/16 10:0:0	0.110115
Chlorodinine	12/1/16 10:0:0	0.109114
Chlorodinine	12/1/16 10:0:0	0.0642029
AGOC-3A	12/1/16 10:0:0	0.05815
Methylosmolene	12/1/16 10:0:0	0.0549294
Methylosmolene	12/1/16 10:0:0	0.053806
Methylosmolene	12/1/16 10:0:0	0.0343578
AGOC-3A	12/1/16 11:0:0	2.87094
Chlorodinine	12/1/16 11:0:0	2.68323
Appluimonia	12/1/16 11:0:0	1.84978
Methylosmolene	12/1/16 11:0:0	1.84625
Chlorodinine	12/1/16 11:0:0	1.79584
Methylosmolene	12/1/16 11:0:0	1.3424
Methylosmolene	12/1/16 11:0:0	1.16828
Chlorodinine	12/1/16 11:0:0	0.872874
AGOC-3A	12/1/16 11:0:0	0.859986
Appluimonia	12/1/16 11:0:0	0.785853
Methylosmolene	12/1/16 11:0:0	0.71851
Chlorodinine	12/1/16 11:0:0	0.71176
Appluimonia	12/1/16 11:0:0	0.709597
AGOC-3A	12/1/16 11:0:0	0.675535
Methylosmolene	12/1/16 11:0:0	0.626128
Chlorodinine	12/1/16 11:0:0	0.586195
AGOC-3A	12/1/16 11:0:0	0.549244
Appluimonia	12/1/16 11:0:0	0.533699
AGOC-3A	12/1/16 11:0:0	0.514046
Chlorodinine	12/1/16 11:0:0	0.440475
AGOC-3A	12/1/16 11:0:0	0.439523
Chlorodinine	12/1/16 11:0:0	0.425674
Methylosmolene	12/1/16 11:0:0	0.425412
Appluimonia	12/1/16 11:0:0	0.407675
AGOC-3A	12/1/16 11:0:0	0.342778
Chlorodinine	12/1/16 11:0:0	0.313296
Methylosmolene	12/1/16 11:0:0	0.297923
Methylosmolene	12/1/16 11:0:0	0.287446
Appluimonia	12/1/16 11:0:0	0.208704
Appluimonia	12/1/16 11:0:0	0.183363
AGOC-3A	12/1/16 11:0:0	0.182563
Chlorodinine	12/1/16 11:0:0	0.159738
Appluimonia	12/1/16 11:0:0	0.100045
Appluimonia	12/1/16 11:0:0	0.0948176
AGOC-3A	12/1/16 11:0:0	0.0757169
Methylosmolene	12/1/16 11:0:0	0.0650086
AGOC-3A	12/1/16 12:0:0	10.70233
AGOC-3A	12/1/16 12:0:0	2.5016
Appluimonia	12/1/16 12:0:0	2.43143
Appluimonia	12/1/16 12:0:0	2.12018
AGOC-3A	12/1/16 12:0:0	2.08929
AGOC-3A	12/1/16 12:0:0	2.0653
Methylosmolene	12/1/16 12:0:0	1.85914
Chlorodinine	12/1/16 12:0:0	1.84671
Methylosmolene	12/1/16 12:0:0	1.32576
Appluimonia	12/1/16 12:0:0	0.836783
AGOC-3A	12/1/16 12:0:0	0.800296
Chlorodinine	12/1/16 12:0:0	0.68603
Appluimonia	12/1/16 12:0:0	0.581039
Methylosmolene	12/1/16 12:0:0	0.555976
Methylosmolene	12/1/16 12:0:0	0.435865
Appluimonia	12/1/16 12:0:0	0.425786
Appluimonia	12/1/16 12:0:0	0.397601
Chlorodinine	12/1/16 12:0:0	0.358572
Methylosmolene	12/1/16 12:0:0	0.349286
Appluimonia	12/1/16 12:0:0	0.332484
AGOC-3A	12/1/16 12:0:0	0.326178
AGOC-3A	12/1/16 12:0:0	0.306002
Appluimonia	12/1/16 12:0:0	0.283473
AGOC-3A	12/1/16 12:0:0	0.275566
Methylosmolene	12/1/16 12:0:0	0.268449
Chlorodinine	12/1/16 12:0:0	0.238375
Chlorodinine	12/1/16 12:0:0	0.230093
Methylosmolene	12/1/16 12:0:0	0.216788
Appluimonia	12/1/16 12:0:0	0.215363
Chlorodinine	12/1/16 12:0:0	0.157801
Chlorodinine	12/1/16 12:0:0	0.108816
AGOC-3A	12/1/16 12:0:0	0.1049
Chlorodinine	12/1/16 12:0:0	0.0897061
AGOC-3A	12/1/16 12:0:0	0.0383992
Methylosmolene	12/1/16 12:0:0	0.0118183
Chlorodinine	12/1/16 12:0:0	0.00951802
Chlorodinine	12/1/16 13:0:0	2.36397
Methylosmolene	12/1/16 13:0:0	2.34839
Appluimonia	12/1/16 13:0:0	2.15282
Chlorodinine	12/1/16 13:0:0	2.11136
AGOC-3A	12/1/16 13:0:0	1.91183
Appluimonia	12/1/16 13:0:0	1.65523
Methylosmolene	12/1/16 13:0:0	1.43958
AGOC-3A	12/1/16 13:0:0	1.26373
Chlorodinine	12/1/16 13:0:0	0.978458
Methylosmolene	12/1/16 13:0:0	0.957784
Methylosmolene	12/1/16 13:0:0	0.851406
AGOC-3A	12/1/16 13:0:0	0.831397
Appluimonia	12/1/16 13:0:0	0.601001
Appluimonia	12/1/16 13:0:0	0.584982
AGOC-3A	12/1/16 13:0:0	0.505309
Methylosmolene	12/1/16 13:0:0	0.504719
AGOC-3A	12/1/16 13:0:0	0.430863
Chlorodinine	12/1/16 13:0:0	0.35383
Appluimonia	12/1/16 13:0:0	0.345348
AGOC-3A	12/1/16 13:0:0	0.339305
Appluimonia	12/1/16 13:0:0	0.327032
AGOC-3A	12/1/16 13:0:0	0.290723
Methylosmolene	12/1/16 13:0:0	0.257301
Chlorodinine	12/1/16 13:0:0	0.233686
AGOC-3A	12/1/16 13:0:0	0.205738
Appluimonia	12/1/16 13:0:0	0.182625
Chlorodinine	12/1/16 13:0:0	0.177192
Chlorodinine	12/1/16 13:0:0	0.152088
Appluimonia	12/1/16 13:0:0	0.14953
Methylosmolene	12/1/16 13:0:0	0.111636
Methylosmolene	12/1/16 13:0:0	0.0679271
Chlorodinine	12/1/16 13:0:0	0.0639762
Chlorodinine	12/1/16 13:0:0	0.0580495
Methylosmolene	12/1/16 13:0:0	0.0295842
Appluimonia	12/1/16 13:0:0	0.0257949
AGOC-3A	12/1/16 13:0:0	0.0218221
Appluimonia	12/1/16 14:0:0	2.14856
AGOC-3A	12/1/16 14:0:0	1.82401
Methylosmolene	12/1/16 14:0:0	1.80493
Chlorodinine	12/1/16 14:0:0	1.63947
Appluimonia	12/1/16 14:0:0	1.34222
Appluimonia	12/1/16 14:0:0	1.101
Methylosmolene	12/1/16 14:0:0	0.912253
Appluimonia	12/1/16 14:0:0	0.890303
AGOC-3A	12/1/16 14:0:0	0.85591
Chlorodinine	12/1/16 14:0:0	0.757581
Appluimonia	12/1/16 14:0:0	0.681158
AGOC-3A	12/1/16 14:0:0	0.660429
AGOC-3A	12/1/16 14:0:0	0.628764
Methylosmolene	12/1/16 14:0:0	0.563598
AGOC-3A	12/1/16 14:0:0	0.477459
Appluimonia	12/1/16 14:0:0	0.477203
Appluimonia	12/1/16 14:0:0	0.451957
AGOC-3A	12/1/16 14:0:0	0.414156
Chlorodinine	12/1/16 14:0:0	0.386214
Appluimonia	12/1/16 14:0:0	0.364719
Methylosmolene	12/1/16 14:0:0	0.355575
Methylosmolene	12/1/16 14:0:0	0.330715
Appluimonia	12/1/16 14:0:0	0.310599
Chlorodinine	12/1/16 14:0:0	0.275343
Chlorodinine	12/1/16 14:0:0	0.234766
Chlorodinine	12/1/16 14:0:0	0.22518
AGOC-3A	12/1/16 14:0:0	0.215434
Methylosmolene	12/1/16 14:0:0	0.194433
Chlorodinine	12/1/16 14:0:0	0.188347
AGOC-3A	12/1/16 14:0:0	0.168125
Chlorodinine	12/1/16 14:0:0	0.16739
Methylosmolene	12/1/16 14:0:0	0.164684
Methylosmolene	12/1/16 14:0:0	0.123099
AGOC-3A	12/1/16 14:0:0	0.0935782
Chlorodinine	12/1/16 14:0:0	0.0798797
Methylosmolene	12/1/16 14:0:0	0.0173857
AGOC-3A	12/1/16 15:0:0	2.23378
AGOC-3A	12/1/16 15:0:0	2.1671
Methylosmolene	12/1/16 15:0:0	2.08555
AGOC-3A	12/1/16 15:0:0	2.02345
Chlorodinine	12/1/16 15:0:0	1.92293
Chlorodinine	12/1/16 15:0:0	1.569
Appluimonia	12/1/16 15:0:0	1.56862
Methylosmolene	12/1/16 15:0:0	1.20722
Appluimonia	12/1/16 15:0:0	1.11184
Chlorodinine	12/1/16 15:0:0	1.06997
Appluimonia	12/1/16 15:0:0	0.955122
Chlorodinine	12/1/16 15:0:0	0.904365
AGOC-3A	12/1/16 15:0:0	0.854136
Methylosmolene	12/1/16 15:0:0	0.831053
AGOC-3A	12/1/16 15:0:0	0.827609
Chlorodinine	12/1/16 15:0:0	0.818403
Chlorodinine	12/1/16 15:0:0	0.729288
Appluimonia	12/1/16 15:0:0	0.618788
Methylosmolene	12/1/16 15:0:0	0.607711
Methylosmolene	12/1/16 15:0:0	0.467381
Chlorodinine	12/1/16 15:0:0	0.416899
Appluimonia	12/1/16 15:0:0	0.339969
AGOC-3A	12/1/16 15:0:0	0.327333
