Chemical	Monitor	Reading	Year	Month	Day	Hour	Minutes	Seconds
Methylosmolene	2	0.225031	2016	4	1	1	0	0
Methylosmolene	6	0.18997	2016	4	1	1	0	0
Methylosmolene	9	0.186488	2016	4	1	1	0	0
Appluimonia	6	0.168714	2016	4	1	1	0	0
Chlorodinine	5	0.163982	2016	4	1	1	0	0
Appluimonia	2	0.152105	2016	4	1	1	0	0
Appluimonia	9	0.131138	2016	4	1	1	0	0
Appluimonia	4	0.130407	2016	4	1	1	0	0
AGOC-3A	9	0.123042	2016	4	1	1	0	0
Chlorodinine	3	0.0842611	2016	4	1	1	0	0
AGOC-3A	4	0.0827827	2016	4	1	1	0	0
Chlorodinine	2	0.0777142	2016	4	1	1	0	0
AGOC-3A	1	0.0656058	2016	4	1	1	0	0
Appluimonia	1	0.00951907	2016	4	1	1	0	0
AGOC-3A	3	2.39479	2016	4	1	2	0	0
Appluimonia	7	1.66118	2016	4	1	2	0	0
Methylosmolene	7	0.970838	2016	4	1	2	0	0
Chlorodinine	2	0.689016	2016	4	1	2	0	0
Appluimonia	2	0.645735	2016	4	1	2	0	0
Methylosmolene	9	0.634746	2016	4	1	2	0	0
Chlorodinine	7	0.608635	2016	4	1	2	0	0
AGOC-3A	2	0.509981	2016	4	1	2	0	0
Methylosmolene	6	0.474245	2016	4	1	2	0	0
AGOC-3A	8	0.437709	2016	4	1	2	0	0
Chlorodinine	4	0.432936	2016	4	1	2	0	0
Chlorodinine	3	0.428891	2016	4	1	2	0	0
Appluimonia	4	0.396515	2016	4	1	2	0	0
Chlorodinine	8	0.386579	2016	4	1	2	0	0
Appluimonia	6	0.381269	2016	4	1	2	0	0
Chlorodinine	6	0.367956	2016	4	1	2	0	0
Chlorodinine	1	0.32639	2016	4	1	2	0	0
AGOC-3A	6	0.318626	2016	4	1	2	0	0
Methylosmolene	8	0.244736	2016	4	1	2	0	0
Methylosmolene	3	0.23958	2016	4	1	2	0	0
Appluimonia	5	0.236313	2016	4	1	2	0	0
Appluimonia	3	0.208529	2016	4	1	2	0	0
AGOC-3A	5	0.206771	2016	4	1	2	0	0
AGOC-3A	1	0.20397	2016	4	1	2	0	0
Appluimonia	8	0.188443	2016	4	1	2	0	0
Chlorodinine	9	0.165901	2016	4	1	2	0	0
Appluimonia	1	0.0983349	2016	4	1	2	0	0
Methylosmolene	2	0.0704396	2016	4	1	2	0	0
Chlorodinine	5	0.0659318	2016	4	1	2	0	0
AGOC-3A	9	0.0656916	2016	4	1	2	0	0
Methylosmolene	5	0.0511753	2016	4	1	2	0	0
Appluimonia	9	0.0430606	2016	4	1	2	0	0
AGOC-3A	4	0.0389048	2016	4	1	2	0	0
Methylosmolene	1	0.0378444	2016	4	1	2	0	0
Methylosmolene	4	0.0347547	2016	4	1	2	0	0
AGOC-3A	7	0.0304364	2016	4	1	2	0	0
Methylosmolene	8	0.69419	2016	4	1	3	0	0
Chlorodinine	8	0.65151	2016	4	1	3	0	0
Appluimonia	2	0.596467	2016	4	1	3	0	0
AGOC-3A	6	0.5182	2016	4	1	3	0	0
Chlorodinine	9	0.51323	2016	4	1	3	0	0
Methylosmolene	9	0.486087	2016	4	1	3	0	0
Appluimonia	8	0.471165	2016	4	1	3	0	0
Appluimonia	6	0.45342	2016	4	1	3	0	0
Appluimonia	7	0.446928	2016	4	1	3	0	0
Methylosmolene	6	0.437154	2016	4	1	3	0	0
AGOC-3A	7	0.405114	2016	4	1	3	0	0
Appluimonia	9	0.378197	2016	4	1	3	0	0
Chlorodinine	3	0.376071	2016	4	1	3	0	0
Chlorodinine	6	0.364682	2016	4	1	3	0	0
AGOC-3A	8	0.363091	2016	4	1	3	0	0
Chlorodinine	1	0.357711	2016	4	1	3	0	0
Methylosmolene	1	0.353672	2016	4	1	3	0	0
Chlorodinine	4	0.321624	2016	4	1	3	0	0
Appluimonia	5	0.319679	2016	4	1	3	0	0
Methylosmolene	5	0.300778	2016	4	1	3	0	0
Appluimonia	1	0.288575	2016	4	1	3	0	0
AGOC-3A	2	0.280231	2016	4	1	3	0	0
Appluimonia	4	0.26598	2016	4	1	3	0	0
Appluimonia	3	0.26131	2016	4	1	3	0	0
Methylosmolene	4	0.246773	2016	4	1	3	0	0
AGOC-3A	5	0.242014	2016	4	1	3	0	0
AGOC-3A	9	0.198875	2016	4	1	3	0	0
AGOC-3A	4	0.15624	2016	4	1	3	0	0
Methylosmolene	2	0.124396	2016	4	1	3	0	0
AGOC-3A	1	0.0895294	2016	4	1	3	0	0
Methylosmolene	7	0.0808523	2016	4	1	3	0	0
Chlorodinine	2	0.0622761	2016	4	1	3	0	0
Chlorodinine	5	0.0587969	2016	4	1	3	0	0
AGOC-3A	3	0.0585907	2016	4	1	3	0	0
Methylosmolene	3	0.0347694	2016	4	1	3	0	0
Chlorodinine	7	0.0144352	2016	4	1	3	0	0
Chlorodinine	3	1.1394	2016	4	1	4	0	0
Chlorodinine	7	1.03067	2016	4	1	4	0	0
AGOC-3A	7	0.856971	2016	4	1	4	0	0
Appluimonia	9	0.734143	2016	4	1	4	0	0
AGOC-3A	2	0.714903	2016	4	1	4	0	0
Methylosmolene	3	0.667903	2016	4	1	4	0	0
Methylosmolene	2	0.641762	2016	4	1	4	0	0
Appluimonia	3	0.636766	2016	4	1	4	0	0
AGOC-3A	1	0.618398	2016	4	1	4	0	0
AGOC-3A	8	0.523747	2016	4	1	4	0	0
AGOC-3A	3	0.51271	2016	4	1	4	0	0
AGOC-3A	6	0.4967	2016	4	1	4	0	0
Methylosmolene	5	0.476344	2016	4	1	4	0	0
Chlorodinine	6	0.405011	2016	4	1	4	0	0
Chlorodinine	4	0.390987	2016	4	1	4	0	0
AGOC-3A	4	0.375753	2016	4	1	4	0	0
AGOC-3A	5	0.371454	2016	4	1	4	0	0
Appluimonia	1	0.33195	2016	4	1	4	0	0
Chlorodinine	8	0.320612	2016	4	1	4	0	0
Methylosmolene	6	0.313513	2016	4	1	4	0	0
Methylosmolene	7	0.312161	2016	4	1	4	0	0
Chlorodinine	2	0.299912	2016	4	1	4	0	0
Methylosmolene	1	0.284877	2016	4	1	4	0	0
Methylosmolene	4	0.281923	2016	4	1	4	0	0
AGOC-3A	9	0.25342	2016	4	1	4	0	0
Appluimonia	5	0.246868	2016	4	1	4	0	0
Appluimonia	7	0.168924	2016	4	1	4	0	0
Appluimonia	2	0.146269	2016	4	1	4	0	0
Appluimonia	8	0.129247	2016	4	1	4	0	0
Chlorodinine	9	0.127112	2016	4	1	4	0	0
Appluimonia	4	0.119788	2016	4	1	4	0	0
Chlorodinine	1	0.117581	2016	4	1	4	0	0
Methylosmolene	8	0.0899369	2016	4	1	4	0	0
Methylosmolene	9	0.0559182	2016	4	1	4	0	0
Chlorodinine	5	0.033643	2016	4	1	4	0	0
Appluimonia	6	0.0296883	2016	4	1	4	0	0
Chlorodinine	3	2.79331	2016	4	1	5	0	0
AGOC-3A	8	1.03184	2016	4	1	5	0	0
Methylosmolene	1	0.989826	2016	4	1	5	0	0
Methylosmolene	3	0.916534	2016	4	1	5	0	0
AGOC-3A	3	0.69974	2016	4	1	5	0	0
Appluimonia	3	0.664029	2016	4	1	5	0	0
Chlorodinine	8	0.649797	2016	4	1	5	0	0
Chlorodinine	7	0.512425	2016	4	1	5	0	0
Chlorodinine	4	0.446033	2016	4	1	5	0	0
Appluimonia	8	0.421384	2016	4	1	5	0	0
Chlorodinine	9	0.378493	2016	4	1	5	0	0
Methylosmolene	9	0.367007	2016	4	1	5	0	0
Methylosmolene	6	0.36684	2016	4	1	5	0	0
AGOC-3A	1	0.294556	2016	4	1	5	0	0
Appluimonia	2	0.285482	2016	4	1	5	0	0
Methylosmolene	4	0.28066	2016	4	1	5	0	0
Appluimonia	4	0.271384	2016	4	1	5	0	0
Methylosmolene	5	0.259023	2016	4	1	5	0	0
Appluimonia	7	0.256853	2016	4	1	5	0	0
Appluimonia	9	0.253563	2016	4	1	5	0	0
AGOC-3A	2	0.252217	2016	4	1	5	0	0
AGOC-3A	5	0.238353	2016	4	1	5	0	0
AGOC-3A	6	0.209591	2016	4	1	5	0	0
Methylosmolene	7	0.195448	2016	4	1	5	0	0
Chlorodinine	5	0.168359	2016	4	1	5	0	0
Chlorodinine	6	0.148461	2016	4	1	5	0	0
Appluimonia	5	0.147356	2016	4	1	5	0	0
Chlorodinine	2	0.138576	2016	4	1	5	0	0
AGOC-3A	7	0.116403	2016	4	1	5	0	0
Chlorodinine	1	0.108269	2016	4	1	5	0	0
Appluimonia	6	0.0518588	2016	4	1	5	0	0
Appluimonia	1	0.0388837	2016	4	1	5	0	0
AGOC-3A	9	0.0318543	2016	4	1	5	0	0
Methylosmolene	2	0.0203157	2016	4	1	5	0	0
Methylosmolene	8	0.00622426	2016	4	1	5	0	0
AGOC-3A	4	0.00241546	2016	4	1	5	0	0
Chlorodinine	3	3.94462	2016	4	1	6	0	0
AGOC-3A	7	3.81396	2016	4	1	6	0	0
Methylosmolene	3	2.05302	2016	4	1	6	0	0
Appluimonia	7	0.969027	2016	4	1	6	0	0
Methylosmolene	7	0.940167	2016	4	1	6	0	0
AGOC-3A	3	0.822506	2016	4	1	6	0	0
Appluimonia	6	0.78524	2016	4	1	6	0	0
Chlorodinine	6	0.734936	2016	4	1	6	0	0
Chlorodinine	8	0.681112	2016	4	1	6	0	0
Appluimonia	2	0.678525	2016	4	1	6	0	0
Methylosmolene	8	0.673679	2016	4	1	6	0	0
Chlorodinine	9	0.590046	2016	4	1	6	0	0
Appluimonia	3	0.552638	2016	4	1	6	0	0
AGOC-3A	6	0.537672	2016	4	1	6	0	0
Chlorodinine	2	0.524311	2016	4	1	6	0	0
Methylosmolene	2	0.378806	2016	4	1	6	0	0
AGOC-3A	9	0.361752	2016	4	1	6	0	0
AGOC-3A	8	0.348775	2016	4	1	6	0	0
Methylosmolene	4	0.329487	2016	4	1	6	0	0
Chlorodinine	1	0.32179	2016	4	1	6	0	0
Methylosmolene	1	0.250966	2016	4	1	6	0	0
Chlorodinine	4	0.249135	2016	4	1	6	0	0
AGOC-3A	4	0.2396	2016	4	1	6	0	0
Appluimonia	8	0.225316	2016	4	1	6	0	0
AGOC-3A	1	0.210431	2016	4	1	6	0	0
AGOC-3A	2	0.171442	2016	4	1	6	0	0
Methylosmolene	5	0.167723	2016	4	1	6	0	0
Methylosmolene	9	0.148385	2016	4	1	6	0	0
Methylosmolene	6	0.126295	2016	4	1	6	0	0
Appluimonia	5	0.105537	2016	4	1	6	0	0
Appluimonia	4	0.104948	2016	4	1	6	0	0
Appluimonia	9	0.0848154	2016	4	1	6	0	0
AGOC-3A	5	0.0686394	2016	4	1	6	0	0
Chlorodinine	7	0.0627053	2016	4	1	6	0	0
Chlorodinine	5	0.0278427	2016	4	1	6	0	0
Appluimonia	1	0.0228912	2016	4	1	6	0	0
AGOC-3A	3	4.78659	2016	4	1	7	0	0
Chlorodinine	3	3.35156	2016	4	1	7	0	0
AGOC-3A	8	1.02109	2016	4	1	7	0	0
Chlorodinine	8	0.946475	2016	4	1	7	0	0
Appluimonia	6	0.874363	2016	4	1	7	0	0
Appluimonia	2	0.638567	2016	4	1	7	0	0
Methylosmolene	6	0.602402	2016	4	1	7	0	0
Chlorodinine	6	0.544958	2016	4	1	7	0	0
Chlorodinine	2	0.542413	2016	4	1	7	0	0
Methylosmolene	4	0.502477	2016	4	1	7	0	0
Appluimonia	3	0.452319	2016	4	1	7	0	0
AGOC-3A	7	0.426199	2016	4	1	7	0	0
Appluimonia	8	0.421081	2016	4	1	7	0	0
Appluimonia	7	0.386387	2016	4	1	7	0	0
Methylosmolene	5	0.386002	2016	4	1	7	0	0
Methylosmolene	3	0.375589	2016	4	1	7	0	0
Chlorodinine	5	0.343747	2016	4	1	7	0	0
Chlorodinine	7	0.333749	2016	4	1	7	0	0
AGOC-3A	1	0.271824	2016	4	1	7	0	0
Appluimonia	9	0.268262	2016	4	1	7	0	0
Methylosmolene	9	0.268067	2016	4	1	7	0	0
Methylosmolene	2	0.221445	2016	4	1	7	0	0
Chlorodinine	9	0.213374	2016	4	1	7	0	0
Chlorodinine	1	0.188189	2016	4	1	7	0	0
AGOC-3A	4	0.170572	2016	4	1	7	0	0
AGOC-3A	5	0.155064	2016	4	1	7	0	0
AGOC-3A	2	0.0958847	2016	4	1	7	0	0
Methylosmolene	7	0.0929588	2016	4	1	7	0	0
Appluimonia	5	0.089142	2016	4	1	7	0	0
Methylosmolene	1	0.072075	2016	4	1	7	0	0
Methylosmolene	8	0.0330591	2016	4	1	7	0	0
AGOC-3A	9	0.0320344	2016	4	1	7	0	0
Appluimonia	4	0.025392	2016	4	1	7	0	0
AGOC-3A	6	0.0231199	2016	4	1	7	0	0
Chlorodinine	4	0.0142187	2016	4	1	7	0	0
Appluimonia	1	0.0100301	2016	4	1	7	0	0
Chlorodinine	3	3.83947	2016	4	1	8	0	0
Appluimonia	3	2.10568	2016	4	1	8	0	0
AGOC-3A	3	1.61156	2016	4	1	8	0	0
Appluimonia	8	1.23009	2016	4	1	8	0	0
Methylosmolene	3	0.917269	2016	4	1	8	0	0
Appluimonia	6	0.69624	2016	4	1	8	0	0
Chlorodinine	6	0.690937	2016	4	1	8	0	0
Methylosmolene	2	0.553491	2016	4	1	8	0	0
AGOC-3A	6	0.545655	2016	4	1	8	0	0
Appluimonia	7	0.521752	2016	4	1	8	0	0
Chlorodinine	8	0.521053	2016	4	1	8	0	0
Appluimonia	2	0.476664	2016	4	1	8	0	0
AGOC-3A	7	0.451286	2016	4	1	8	0	0
Appluimonia	9	0.419446	2016	4	1	8	0	0
Chlorodinine	1	0.380071	2016	4	1	8	0	0
Appluimonia	1	0.366206	2016	4	1	8	0	0
Chlorodinine	2	0.349802	2016	4	1	8	0	0
Appluimonia	4	0.340732	2016	4	1	8	0	0
Chlorodinine	9	0.331285	2016	4	1	8	0	0
Chlorodinine	5	0.306871	2016	4	1	8	0	0
Methylosmolene	1	0.292984	2016	4	1	8	0	0
AGOC-3A	2	0.285264	2016	4	1	8	0	0
Methylosmolene	9	0.263384	2016	4	1	8	0	0
Appluimonia	5	0.246648	2016	4	1	8	0	0
Chlorodinine	7	0.202865	2016	4	1	8	0	0
Methylosmolene	5	0.177531	2016	4	1	8	0	0
Methylosmolene	6	0.169993	2016	4	1	8	0	0
Methylosmolene	4	0.165458	2016	4	1	8	0	0
AGOC-3A	4	0.1416	2016	4	1	8	0	0
Methylosmolene	7	0.129355	2016	4	1	8	0	0
Chlorodinine	4	0.112167	2016	4	1	8	0	0
AGOC-3A	9	0.0810158	2016	4	1	8	0	0
AGOC-3A	5	0.071417	2016	4	1	8	0	0
AGOC-3A	1	0.0343286	2016	4	1	8	0	0
Methylosmolene	8	0.024255	2016	4	1	8	0	0
AGOC-3A	8	0.0133735	2016	4	1	8	0	0
Methylosmolene	3	1.90111	2016	4	1	9	0	0
Appluimonia	3	1.78909	2016	4	1	9	0	0
Appluimonia	7	0.915939	2016	4	1	9	0	0
Chlorodinine	2	0.71666	2016	4	1	9	0	0
Methylosmolene	7	0.714198	2016	4	1	9	0	0
Chlorodinine	7	0.659626	2016	4	1	9	0	0
Chlorodinine	3	0.655028	2016	4	1	9	0	0
AGOC-3A	7	0.639886	2016	4	1	9	0	0
Methylosmolene	6	0.601663	2016	4	1	9	0	0
Appluimonia	2	0.586124	2016	4	1	9	0	0
AGOC-3A	3	0.544795	2016	4	1	9	0	0
Methylosmolene	4	0.522087	2016	4	1	9	0	0
Methylosmolene	2	0.474724	2016	4	1	9	0	0
Appluimonia	8	0.451534	2016	4	1	9	0	0
AGOC-3A	6	0.407047	2016	4	1	9	0	0
Appluimonia	9	0.37218	2016	4	1	9	0	0
AGOC-3A	8	0.307569	2016	4	1	9	0	0
Methylosmolene	8	0.304597	2016	4	1	9	0	0
Appluimonia	1	0.300466	2016	4	1	9	0	0
Chlorodinine	4	0.288103	2016	4	1	9	0	0
Appluimonia	6	0.274487	2016	4	1	9	0	0
AGOC-3A	1	0.270683	2016	4	1	9	0	0
AGOC-3A	9	0.230418	2016	4	1	9	0	0
Appluimonia	5	0.217195	2016	4	1	9	0	0
Chlorodinine	1	0.204093	2016	4	1	9	0	0
AGOC-3A	2	0.201245	2016	4	1	9	0	0
AGOC-3A	4	0.201125	2016	4	1	9	0	0
Chlorodinine	6	0.199124	2016	4	1	9	0	0
Methylosmolene	9	0.126885	2016	4	1	9	0	0
Chlorodinine	9	0.10603	2016	4	1	9	0	0
Methylosmolene	1	0.0988394	2016	4	1	9	0	0
Chlorodinine	8	0.0948834	2016	4	1	9	0	0
Chlorodinine	5	0.0700218	2016	4	1	9	0	0
AGOC-3A	5	0.0455874	2016	4	1	9	0	0
Methylosmolene	5	0.0419438	2016	4	1	9	0	0
Appluimonia	4	0.041054	2016	4	1	9	0	0
Methylosmolene	6	0.786521	2016	4	1	10	0	0
AGOC-3A	3	0.772321	2016	4	1	10	0	0
Methylosmolene	8	0.756304	2016	4	1	10	0	0
Chlorodinine	8	0.726825	2016	4	1	10	0	0
Methylosmolene	3	0.670043	2016	4	1	10	0	0
Appluimonia	7	0.657709	2016	4	1	10	0	0
Chlorodinine	3	0.572236	2016	4	1	10	0	0
AGOC-3A	6	0.565408	2016	4	1	10	0	0
Chlorodinine	7	0.483525	2016	4	1	10	0	0
Methylosmolene	1	0.457522	2016	4	1	10	0	0
AGOC-3A	5	0.44956	2016	4	1	10	0	0
Chlorodinine	6	0.417886	2016	4	1	10	0	0
Appluimonia	4	0.384311	2016	4	1	10	0	0
Chlorodinine	1	0.374429	2016	4	1	10	0	0
Methylosmolene	9	0.337672	2016	4	1	10	0	0
Appluimonia	3	0.332215	2016	4	1	10	0	0
Appluimonia	5	0.326147	2016	4	1	10	0	0
Appluimonia	9	0.304952	2016	4	1	10	0	0
Appluimonia	2	0.289997	2016	4	1	10	0	0
Chlorodinine	2	0.274667	2016	4	1	10	0	0
AGOC-3A	9	0.271139	2016	4	1	10	0	0
Appluimonia	1	0.268343	2016	4	1	10	0	0
AGOC-3A	8	0.24401	2016	4	1	10	0	0
Methylosmolene	7	0.218184	2016	4	1	10	0	0
AGOC-3A	2	0.200995	2016	4	1	10	0	0
Chlorodinine	5	0.192601	2016	4	1	10	0	0
Appluimonia	8	0.183642	2016	4	1	10	0	0
Methylosmolene	5	0.163966	2016	4	1	10	0	0
AGOC-3A	4	0.162566	2016	4	1	10	0	0
Appluimonia	6	0.156522	2016	4	1	10	0	0
AGOC-3A	7	0.152753	2016	4	1	10	0	0
Methylosmolene	4	0.141456	2016	4	1	10	0	0
Chlorodinine	4	0.128094	2016	4	1	10	0	0
Chlorodinine	9	0.057487	2016	4	1	10	0	0
AGOC-3A	1	0.0251836	2016	4	1	10	0	0
Methylosmolene	2	0.00298162	2016	4	1	10	0	0
Methylosmolene	3	4.39846	2016	4	1	11	0	0
Appluimonia	3	1.02831	2016	4	1	11	0	0
AGOC-3A	3	0.967785	2016	4	1	11	0	0
Methylosmolene	8	0.87337	2016	4	1	11	0	0
Methylosmolene	7	0.854138	2016	4	1	11	0	0
Appluimonia	8	0.78212	2016	4	1	11	0	0
Methylosmolene	9	0.773302	2016	4	1	11	0	0
Chlorodinine	3	0.70332	2016	4	1	11	0	0
Chlorodinine	6	0.559303	2016	4	1	11	0	0
AGOC-3A	9	0.502717	2016	4	1	11	0	0
Appluimonia	7	0.453267	2016	4	1	11	0	0
AGOC-3A	6	0.430635	2016	4	1	11	0	0
Appluimonia	5	0.42455	2016	4	1	11	0	0
Appluimonia	6	0.404981	2016	4	1	11	0	0
Chlorodinine	1	0.392052	2016	4	1	11	0	0
Methylosmolene	6	0.29769	2016	4	1	11	0	0
Methylosmolene	4	0.259342	2016	4	1	11	0	0
Methylosmolene	2	0.242137	2016	4	1	11	0	0
Chlorodinine	9	0.241334	2016	4	1	11	0	0
Chlorodinine	4	0.234759	2016	4	1	11	0	0
Chlorodinine	2	0.229816	2016	4	1	11	0	0
Methylosmolene	1	0.228423	2016	4	1	11	0	0
Chlorodinine	7	0.227113	2016	4	1	11	0	0
AGOC-3A	5	0.18658	2016	4	1	11	0	0
AGOC-3A	4	0.171654	2016	4	1	11	0	0
Chlorodinine	8	0.16321	2016	4	1	11	0	0
Appluimonia	2	0.150965	2016	4	1	11	0	0
Methylosmolene	5	0.143529	2016	4	1	11	0	0
Appluimonia	1	0.132435	2016	4	1	11	0	0
Appluimonia	9	0.120384	2016	4	1	11	0	0
AGOC-3A	2	0.11802	2016	4	1	11	0	0
AGOC-3A	1	0.0669641	2016	4	1	11	0	0
AGOC-3A	8	0.0666572	2016	4	1	11	0	0
Appluimonia	4	0.036502	2016	4	1	11	0	0
Chlorodinine	5	0.025848	2016	4	1	11	0	0
AGOC-3A	7	0.0143858	2016	4	1	11	0	0
Methylosmolene	3	2.97161	2016	4	1	12	0	0
Methylosmolene	7	1.9822	2016	4	1	12	0	0
Chlorodinine	3	0.833999	2016	4	1	12	0	0
AGOC-3A	2	0.81394	2016	4	1	12	0	0
Chlorodinine	7	0.672943	2016	4	1	12	0	0
Appluimonia	8	0.555826	2016	4	1	12	0	0
Chlorodinine	4	0.496377	2016	4	1	12	0	0
AGOC-3A	1	0.469625	2016	4	1	12	0	0
AGOC-3A	7	0.435586	2016	4	1	12	0	0
Appluimonia	7	0.417883	2016	4	1	12	0	0
Appluimonia	3	0.399123	2016	4	1	12	0	0
AGOC-3A	5	0.396962	2016	4	1	12	0	0
Appluimonia	6	0.387515	2016	4	1	12	0	0
Methylosmolene	1	0.357148	2016	4	1	12	0	0
Chlorodinine	5	0.346274	2016	4	1	12	0	0
Chlorodinine	8	0.275282	2016	4	1	12	0	0
Methylosmolene	4	0.268327	2016	4	1	12	0	0
Chlorodinine	6	0.264588	2016	4	1	12	0	0
Appluimonia	9	0.236189	2016	4	1	12	0	0
Chlorodinine	1	0.233285	2016	4	1	12	0	0
Appluimonia	4	0.229907	2016	4	1	12	0	0
Methylosmolene	6	0.213574	2016	4	1	12	0	0
Methylosmolene	5	0.208672	2016	4	1	12	0	0
Chlorodinine	2	0.203687	2016	4	1	12	0	0
Chlorodinine	9	0.192999	2016	4	1	12	0	0
AGOC-3A	8	0.189639	2016	4	1	12	0	0
AGOC-3A	3	0.165788	2016	4	1	12	0	0
Appluimonia	2	0.127155	2016	4	1	12	0	0
Methylosmolene	2	0.10236	2016	4	1	12	0	0
AGOC-3A	4	0.0969047	2016	4	1	12	0	0
AGOC-3A	9	0.0870258	2016	4	1	12	0	0
Methylosmolene	8	0.0784863	2016	4	1	12	0	0
Appluimonia	5	0.0766411	2016	4	1	12	0	0
Methylosmolene	9	0.0730682	2016	4	1	12	0	0
AGOC-3A	6	0.0475963	2016	4	1	12	0	0
Appluimonia	1	0.032094	2016	4	1	12	0	0
AGOC-3A	7	2.9472	2016	4	1	13	0	0
Chlorodinine	3	1.90125	2016	4	1	13	0	0
Methylosmolene	7	1.60229	2016	4	1	13	0	0
Methylosmolene	3	1.52117	2016	4	1	13	0	0
Chlorodinine	8	0.885737	2016	4	1	13	0	0
Appluimonia	7	0.829324	2016	4	1	13	0	0
Chlorodinine	7	0.819536	2016	4	1	13	0	0
Methylosmolene	8	0.742678	2016	4	1	13	0	0
Appluimonia	6	0.615335	2016	4	1	13	0	0
Appluimonia	8	0.589898	2016	4	1	13	0	0
AGOC-3A	6	0.484358	2016	4	1	13	0	0
Appluimonia	3	0.453212	2016	4	1	13	0	0
Chlorodinine	2	0.433455	2016	4	1	13	0	0
Methylosmolene	4	0.42977	2016	4	1	13	0	0
AGOC-3A	4	0.416789	2016	4	1	13	0	0
Methylosmolene	6	0.384708	2016	4	1	13	0	0
Chlorodinine	6	0.356287	2016	4	1	13	0	0
Appluimonia	2	0.331087	2016	4	1	13	0	0
AGOC-3A	1	0.271808	2016	4	1	13	0	0
Chlorodinine	4	0.271384	2016	4	1	13	0	0
Appluimonia	1	0.24354	2016	4	1	13	0	0
Chlorodinine	1	0.235847	2016	4	1	13	0	0
Methylosmolene	1	0.223932	2016	4	1	13	0	0
AGOC-3A	2	0.219576	2016	4	1	13	0	0
Methylosmolene	9	0.206465	2016	4	1	13	0	0
AGOC-3A	8	0.170308	2016	4	1	13	0	0
AGOC-3A	9	0.13544	2016	4	1	13	0	0
AGOC-3A	3	0.129685	2016	4	1	13	0	0
Appluimonia	5	0.107169	2016	4	1	13	0	0
Appluimonia	4	0.102078	2016	4	1	13	0	0
Chlorodinine	5	0.0744315	2016	4	1	13	0	0
