Chemical	Monitor	Reading	Year	Month	Day	Hour	Minutes	Seconds
Chlorodinine	7	0.586195	2016	12	1	11	0	0
AGOC-3A	8	0.549244	2016	12	1	11	0	0
Appluimonia	1	0.533699	2016	12	1	11	0	0
AGOC-3A	2	0.514046	2016	12	1	11	0	0
Chlorodinine	6	0.440475	2016	12	1	11	0	0
AGOC-3A	6	0.439523	2016	12	1	11	0	0
Chlorodinine	1	0.425674	2016	12	1	11	0	0
Methylosmolene	6	0.425412	2016	12	1	11	0	0
Appluimonia	6	0.407675	2016	12	1	11	0	0
AGOC-3A	1	0.342778	2016	12	1	11	0	0
Chlorodinine	2	0.313296	2016	12	1	11	0	0
Methylosmolene	2	0.297923	2016	12	1	11	0	0
Methylosmolene	1	0.287446	2016	12	1	11	0	0
Appluimonia	2	0.208704	2016	12	1	11	0	0
Appluimonia	7	0.183363	2016	12	1	11	0	0
AGOC-3A	3	0.182563	2016	12	1	11	0	0
Chlorodinine	5	0.159738	2016	12	1	11	0	0
Appluimonia	8	0.100045	2016	12	1	11	0	0
Appluimonia	5	0.0948176	2016	12	1	11	0	0
AGOC-3A	9	0.0757169	2016	12	1	11	0	0
Methylosmolene	5	0.0650086	2016	12	1	11	0	0
AGOC-3A	3	10.70233	2016	12	1	12	0	0
AGOC-3A	7	2.5016	2016	12	1	12	0	0
Appluimonia	5	2.43143	2016	12	1	12	0	0
Appluimonia	4	2.12018	2016	12	1	12	0	0
AGOC-3A	3	2.08929	2016	12	1	12	0	0
AGOC-3A	4	2.0653	2016	12	1	12	0	0
Methylosmolene	4	1.85914	2016	12	1	12	0	0
Chlorodinine	4	1.84671	2016	12	1	12	0	0
Methylosmolene	7	1.32576	2016	12	1	12	0	0
Appluimonia	7	0.836783	2016	12	1	12	0	0
AGOC-3A	5	0.800296	2016	12	1	12	0	0
Chlorodinine	8	0.68603	2016	12	1	12	0	0
Appluimonia	8	0.581039	2016	12	1	12	0	0
Methylosmolene	5	0.555976	2016	12	1	12	0	0
Methylosmolene	8	0.435865	2016	12	1	12	0	0
Appluimonia	9	0.425786	2016	12	1	12	0	0
Appluimonia	3	0.397601	2016	12	1	12	0	0
Chlorodinine	6	0.358572	2016	12	1	12	0	0
Methylosmolene	6	0.349286	2016	12	1	12	0	0
Appluimonia	6	0.332484	2016	12	1	12	0	0
AGOC-3A	2	0.326178	2016	12	1	12	0	0
AGOC-3A	9	0.306002	2016	12	1	12	0	0
Appluimonia	1	0.283473	2016	12	1	12	0	0
AGOC-3A	6	0.275566	2016	12	1	12	0	0
Methylosmolene	9	0.268449	2016	12	1	12	0	0
Chlorodinine	9	0.238375	2016	12	1	12	0	0
Chlorodinine	1	0.230093	2016	12	1	12	0	0
Methylosmolene	2	0.216788	2016	12	1	12	0	0
Appluimonia	2	0.215363	2016	12	1	12	0	0
Chlorodinine	5	0.157801	2016	12	1	12	0	0
Chlorodinine	7	0.108816	2016	12	1	12	0	0
AGOC-3A	1	0.1049	2016	12	1	12	0	0
Chlorodinine	3	0.0897061	2016	12	1	12	0	0
AGOC-3A	8	0.0383992	2016	12	1	12	0	0
Methylosmolene	1	0.0118183	2016	12	1	12	0	0
Chlorodinine	2	0.00951802	2016	12	1	12	0	0
Chlorodinine	3	2.36397	2016	12	1	13	0	0
Methylosmolene	4	2.34839	2016	12	1	13	0	0
Appluimonia	3	2.15282	2016	12	1	13	0	0
Chlorodinine	4	2.11136	2016	12	1	13	0	0
AGOC-3A	4	1.91183	2016	12	1	13	0	0
Appluimonia	4	1.65523	2016	12	1	13	0	0
Methylosmolene	3	1.43958	2016	12	1	13	0	0
AGOC-3A	5	1.26373	2016	12	1	13	0	0
Chlorodinine	2	0.978458	2016	12	1	13	0	0
Methylosmolene	5	0.957784	2016	12	1	13	0	0
Methylosmolene	8	0.851406	2016	12	1	13	0	0
AGOC-3A	6	0.831397	2016	12	1	13	0	0
Appluimonia	8	0.601001	2016	12	1	13	0	0
Appluimonia	7	0.584982	2016	12	1	13	0	0
AGOC-3A	9	0.505309	2016	12	1	13	0	0
Methylosmolene	7	0.504719	2016	12	1	13	0	0
AGOC-3A	3	0.430863	2016	12	1	13	0	0
Chlorodinine	8	0.35383	2016	12	1	13	0	0
Appluimonia	5	0.345348	2016	12	1	13	0	0
AGOC-3A	1	0.339305	2016	12	1	13	0	0
Appluimonia	6	0.327032	2016	12	1	13	0	0
AGOC-3A	7	0.290723	2016	12	1	13	0	0
Methylosmolene	6	0.257301	2016	12	1	13	0	0
Chlorodinine	6	0.233686	2016	12	1	13	0	0
AGOC-3A	2	0.205738	2016	12	1	13	0	0
Appluimonia	9	0.182625	2016	12	1	13	0	0
Chlorodinine	1	0.177192	2016	12	1	13	0	0
Chlorodinine	9	0.152088	2016	12	1	13	0	0
Appluimonia	2	0.14953	2016	12	1	13	0	0
Methylosmolene	2	0.111636	2016	12	1	13	0	0
Methylosmolene	1	0.0679271	2016	12	1	13	0	0
Chlorodinine	7	0.0639762	2016	12	1	13	0	0
