Chemical	Monitor	Reading	Year	Month	Day	Hour	Minutes	Seconds
Appluimonia	1	0.251488	2016	8	1	5	0	0
AGOC-3A	3	0.244661	2016	8	1	5	0	0
Chlorodinine	5	0.239981	2016	8	1	5	0	0
AGOC-3A	7	0.232619	2016	8	1	5	0	0
AGOC-3A	9	0.156225	2016	8	1	5	0	0
Chlorodinine	9	0.146453	2016	8	1	5	0	0
Methylosmolene	2	0.106265	2016	8	1	5	0	0
Methylosmolene	1	0.106026	2016	8	1	5	0	0
Chlorodinine	1	0.0461433	2016	8	1	5	0	0
Appluimonia	9	0.0186404	2016	8	1	5	0	0
Methylosmolene	9	0.0071944	2016	8	1	5	0	0
AGOC-3A	3	5.49876	2016	8	1	6	0	0
Appluimonia	5	2.51583	2016	8	1	6	0	0
Appluimonia	3	1.97736	2016	8	1	6	0	0
Methylosmolene	4	1.14695	2016	8	1	6	0	0
Chlorodinine	4	1.12297	2016	8	1	6	0	0
AGOC-3A	3	1.12098	2016	8	1	6	0	0
Appluimonia	4	1.11981	2016	8	1	6	0	0
AGOC-3A	4	0.969597	2016	8	1	6	0	0
Methylosmolene	5	0.957492	2016	8	1	6	0	0
Chlorodinine	5	0.850721	2016	8	1	6	0	0
AGOC-3A	5	0.796028	2016	8	1	6	0	0
Chlorodinine	3	0.764024	2016	8	1	6	0	0
Appluimonia	6	0.739112	2016	8	1	6	0	0
Chlorodinine	6	0.692355	2016	8	1	6	0	0
Methylosmolene	2	0.687341	2016	8	1	6	0	0
AGOC-3A	2	0.672877	2016	8	1	6	0	0
AGOC-3A	8	0.557411	2016	8	1	6	0	0
Methylosmolene	8	0.534126	2016	8	1	6	0	0
Chlorodinine	2	0.492228	2016	8	1	6	0	0
AGOC-3A	6	0.441865	2016	8	1	6	0	0
Methylosmolene	6	0.361647	2016	8	1	6	0	0
Chlorodinine	7	0.359831	2016	8	1	6	0	0
Methylosmolene	1	0.291147	2016	8	1	6	0	0
Chlorodinine	1	0.28871	2016	8	1	6	0	0
Appluimonia	9	0.272559	2016	8	1	6	0	0
AGOC-3A	7	0.145401	2016	8	1	6	0	0
Chlorodinine	9	0.133699	2016	8	1	6	0	0
Appluimonia	8	0.130129	2016	8	1	6	0	0
Appluimonia	7	0.119545	2016	8	1	6	0	0
Methylosmolene	9	0.0645866	2016	8	1	6	0	0
Appluimonia	1	0.0497792	2016	8	1	6	0	0
AGOC-3A	1	0.0463695	2016	8	1	6	0	0
AGOC-3A	9	0.045917	2016	8	1	6	0	0
Chlorodinine	8	0.0197603	2016	8	1	6	0	0
Methylosmolene	7	0.0182012	2016	8	1	6	0	0
Appluimonia	2	0.00528296	2016	8	1	6	0	0
AGOC-3A	3	6.35186	2016	8	1	7	0	0
Chlorodinine	3	3.67881	2016	8	1	7	0	0
Appluimonia	5	3.23455	2016	8	1	7	0	0
Appluimonia	3	2.07539	2016	8	1	7	0	0
Methylosmolene	4	1.28724	2016	8	1	7	0	0
Appluimonia	4	1.1135	2016	8	1	7	0	0
AGOC-3A	3	1.08914	2016	8	1	7	0	0
Chlorodinine	4	0.899829	2016	8	1	7	0	0
AGOC-3A	4	0.699902	2016	8	1	7	0	0
Methylosmolene	8	0.668136	2016	8	1	7	0	0
AGOC-3A	8	0.634467	2016	8	1	7	0	0
AGOC-3A	1	0.626218	2016	8	1	7	0	0
Chlorodinine	2	0.60716	2016	8	1	7	0	0
Chlorodinine	6	0.601867	2016	8	1	7	0	0
Methylosmolene	6	0.587611	2016	8	1	7	0	0
Methylosmolene	7	0.580154	2016	8	1	7	0	0
Appluimonia	8	0.497356	2016	8	1	7	0	0
AGOC-3A	5	0.461403	2016	8	1	7	0	0
Chlorodinine	5	0.456708	2016	8	1	7	0	0
Chlorodinine	9	0.418921	2016	8	1	7	0	0
AGOC-3A	9	0.410722	2016	8	1	7	0	0
Appluimonia	6	0.410386	2016	8	1	7	0	0
Appluimonia	2	0.408886	2016	8	1	7	0	0
Methylosmolene	5	0.304388	2016	8	1	7	0	0
AGOC-3A	7	0.289856	2016	8	1	7	0	0
Methylosmolene	1	0.267044	2016	8	1	7	0	0
Appluimonia	7	0.253558	2016	8	1	7	0	0
Appluimonia	1	0.2401	2016	8	1	7	0	0
Methylosmolene	2	0.237842	2016	8	1	7	0	0
AGOC-3A	6	0.185347	2016	8	1	7	0	0
Chlorodinine	7	0.147041	2016	8	1	7	0	0
Chlorodinine	8	0.140498	2016	8	1	7	0	0
Methylosmolene	9	0.130456	2016	8	1	7	0	0
Appluimonia	9	0.105855	2016	8	1	7	0	0
Chlorodinine	1	0.0881904	2016	8	1	7	0	0
AGOC-3A	2	0.074422	2016	8	1	7	0	0
AGOC-3A	4	2.51121	2016	8	1	8	0	0
AGOC-3A	8	1.38953	2016	8	1	8	0	0
Methylosmolene	4	1.36049	2016	8	1	8	0	0
Chlorodinine	3	1.32125	2016	8	1	8	0	0
AGOC-3A	7	1.22389	2016	8	1	8	0	0
Methylosmolene	8	1.10874	2016	8	1	8	0	0
AGOC-3A	3	0.905171	2016	8	1	8	0	0
Appluimonia	4	0.891803	2016	8	1	8	0	0
Chlorodinine	4	0.608614	2016	8	1	8	0	0
AGOC-3A	5	0.593639	2016	8	1	8	0	0
Methylosmolene	2	0.526142	2016	8	1	8	0	0
Appluimonia	5	0.485329	2016	8	1	8	0	0
Chlorodinine	5	0.477769	2016	8	1	8	0	0
AGOC-3A	6	0.415844	2016	8	1	8	0	0
Appluimonia	2	0.411664	2016	8	1	8	0	0
Chlorodinine	1	0.410083	2016	8	1	8	0	0
Methylosmolene	5	0.380523	2016	8	1	8	0	0
Appluimonia	6	0.370154	2016	8	1	8	0	0
AGOC-3A	1	0.361116	2016	8	1	8	0	0
Methylosmolene	6	0.350486	2016	8	1	8	0	0
Appluimonia	3	0.301296	2016	8	1	8	0	0
Appluimonia	9	0.298526	2016	8	1	8	0	0
Methylosmolene	7	0.281404	2016	8	1	8	0	0
Appluimonia	1	0.277682	2016	8	1	8	0	0
Methylosmolene	3	0.272787	2016	8	1	8	0	0
Chlorodinine	7	0.236935	2016	8	1	8	0	0
Chlorodinine	6	0.219171	2016	8	1	8	0	0
Appluimonia	7	0.151103	2016	8	1	8	0	0
Chlorodinine	9	0.11601	2016	8	1	8	0	0
Chlorodinine	2	0.107239	2016	8	1	8	0	0
Chlorodinine	8	0.0675024	2016	8	1	8	0	0
AGOC-3A	2	0.0529847	2016	8	1	8	0	0
Methylosmolene	9	0.0526441	2016	8	1	8	0	0
AGOC-3A	9	0.0467195	2016	8	1	8	0	0
Methylosmolene	1	0.0440162	2016	8	1	8	0	0
Appluimonia	8	0.0243023	2016	8	1	8	0	0
AGOC-3A	2	26.72656	2016	8	1	9	0	0
AGOC-3A	2	2.77717	2016	8	1	9	0	0
Appluimonia	4	2.34068	2016	8	1	9	0	0
Methylosmolene	3	1.68175	2016	8	1	9	0	0
AGOC-3A	4	1.55043	2016	8	1	9	0	0
AGOC-3A	7	1.30669	2016	8	1	9	0	0
Methylosmolene	4	1.17966	2016	8	1	9	0	0
AGOC-3A	8	1.16737	2016	8	1	9	0	0
Chlorodinine	3	1.09408	2016	8	1	9	0	0
AGOC-3A	5	1.02132	2016	8	1	9	0	0
Chlorodinine	4	0.916494	2016	8	1	9	0	0
Methylosmolene	7	0.870496	2016	8	1	9	0	0
Appluimonia	5	0.781526	2016	8	1	9	0	0
Appluimonia	7	0.7225	2016	8	1	9	0	0
Chlorodinine	6	0.622834	2016	8	1	9	0	0
Chlorodinine	8	0.566512	2016	8	1	9	0	0
Methylosmolene	6	0.505268	2016	8	1	9	0	0
Chlorodinine	9	0.437364	2016	8	1	9	0	0
Chlorodinine	5	0.401645	2016	8	1	9	0	0
Appluimonia	9	0.367224	2016	8	1	9	0	0
Appluimonia	6	0.364169	2016	8	1	9	0	0
AGOC-3A	1	0.318437	2016	8	1	9	0	0
AGOC-3A	6	0.31816	2016	8	1	9	0	0
Appluimonia	3	0.273985	2016	8	1	9	0	0
Methylosmolene	5	0.268929	2016	8	1	9	0	0
Methylosmolene	8	0.242225	2016	8	1	9	0	0
AGOC-3A	3	0.23968	2016	8	1	9	0	0
Methylosmolene	1	0.214095	2016	8	1	9	0	0
AGOC-3A	9	0.209375	2016	8	1	9	0	0
Chlorodinine	1	0.204782	2016	8	1	9	0	0
Chlorodinine	2	0.14962	2016	8	1	9	0	0
Appluimonia	1	0.136986	2016	8	1	9	0	0
Appluimonia	2	0.12927	2016	8	1	9	0	0
Chlorodinine	7	0.128326	2016	8	1	9	0	0
Appluimonia	8	0.108866	2016	8	1	9	0	0
Methylosmolene	9	0.0929702	2016	8	1	9	0	0
AGOC-3A	2	26.89603	2016	8	1	10	0	0
AGOC-3A	2	3.22695	2016	8	1	10	0	0
Chlorodinine	3	1.37347	2016	8	1	10	0	0
Methylosmolene	4	1.33612	2016	8	1	10	0	0
AGOC-3A	4	1.1751	2016	8	1	10	0	0
AGOC-3A	5	1.16784	2016	8	1	10	0	0
Methylosmolene	3	1.09392	2016	8	1	10	0	0
Appluimonia	5	1.06895	2016	8	1	10	0	0
Appluimonia	4	0.932581	2016	8	1	10	0	0
Appluimonia	3	0.921391	2016	8	1	10	0	0
Chlorodinine	8	0.920489	2016	8	1	10	0	0
Chlorodinine	4	0.76245	2016	8	1	10	0	0
Methylosmolene	8	0.698458	2016	8	1	10	0	0
Chlorodinine	6	0.676782	2016	8	1	10	0	0
Methylosmolene	6	0.611657	2016	8	1	10	0	0
Appluimonia	2	0.556121	2016	8	1	10	0	0
Appluimonia	7	0.461027	2016	8	1	10	0	0
Chlorodinine	1	0.44787	2016	8	1	10	0	0
Appluimonia	6	0.406373	2016	8	1	10	0	0
AGOC-3A	6	0.397223	2016	8	1	10	0	0
Methylosmolene	7	0.345681	2016	8	1	10	0	0
Chlorodinine	7	0.345318	2016	8	1	10	0	0
AGOC-3A	3	0.336635	2016	8	1	10	0	0
Methylosmolene	9	0.311291	2016	8	1	10	0	0
Appluimonia	9	0.30779	2016	8	1	10	0	0
Appluimonia	8	0.278947	2016	8	1	10	0	0
AGOC-3A	1	0.265285	2016	8	1	10	0	0
AGOC-3A	8	0.167363	2016	8	1	10	0	0
Chlorodinine	5	0.150836	2016	8	1	10	0	0
AGOC-3A	7	0.117696	2016	8	1	10	0	0
Chlorodinine	2	0.111634	2016	8	1	10	0	0
Methylosmolene	5	0.105314	2016	8	1	10	0	0
AGOC-3A	9	0.0666776	2016	8	1	10	0	0
Methylosmolene	1	0.0526041	2016	8	1	10	0	0
Appluimonia	1	0.0227489	2016	8	1	10	0	0
Chlorodinine	9	0.018587	2016	8	1	10	0	0
Appluimonia	4	3.58666	2016	8	1	11	0	0
Appluimonia	3	2.42009	2016	8	1	11	0	0
Methylosmolene	3	2.06956	2016	8	1	11	0	0
Methylosmolene	4	1.24191	2016	8	1	11	0	0
AGOC-3A	5	1.08848	2016	8	1	11	0	0
AGOC-3A	4	1.0556	2016	8	1	11	0	0
Chlorodinine	4	1.01367	2016	8	1	11	0	0
Chlorodinine	3	0.724812	2016	8	1	11	0	0
Appluimonia	6	0.640582	2016	8	1	11	0	0
AGOC-3A	9	0.512342	2016	8	1	11	0	0
Appluimonia	8	0.440814	2016	8	1	11	0	0
Chlorodinine	8	0.431504	2016	8	1	11	0	0
Methylosmolene	6	0.404583	2016	8	1	11	0	0
AGOC-3A	6	0.404246	2016	8	1	11	0	0
AGOC-3A	3	0.338529	2016	8	1	11	0	0
Appluimonia	7	0.31285	2016	8	1	11	0	0
Chlorodinine	9	0.267322	2016	8	1	11	0	0
Methylosmolene	8	0.264417	2016	8	1	11	0	0
Appluimonia	5	0.260627	2016	8	1	11	0	0
Methylosmolene	5	0.234028	2016	8	1	11	0	0
Methylosmolene	2	0.227607	2016	8	1	11	0	0
Appluimonia	1	0.226384	2016	8	1	11	0	0
AGOC-3A	1	0.223901	2016	8	1	11	0	0
AGOC-3A	7	0.204704	2016	8	1	11	0	0
Chlorodinine	7	0.18589	2016	8	1	11	0	0
Appluimonia	9	0.181591	2016	8	1	11	0	0
Chlorodinine	5	0.179918	2016	8	1	11	0	0
Chlorodinine	2	0.134578	2016	8	1	11	0	0
Chlorodinine	1	0.105479	2016	8	1	11	0	0
Methylosmolene	9	0.097411	2016	8	1	11	0	0
AGOC-3A	2	0.064287	2016	8	1	11	0	0
Methylosmolene	1	0.0558169	2016	8	1	11	0	0
Appluimonia	2	0.0496405	2016	8	1	11	0	0
Methylosmolene	7	0.0289705	2016	8	1	11	0	0
Chlorodinine	6	0.0234425	2016	8	1	11	0	0
AGOC-3A	8	0.0161869	2016	8	1	11	0	0
Chlorodinine	3	7.82971	2016	8	1	12	0	0
Appluimonia	3	5.25331	2016	8	1	12	0	0
AGOC-3A	4	1.99028	2016	8	1	12	0	0
Methylosmolene	4	1.3109	2016	8	1	12	0	0
Chlorodinine	4	1.17242	2016	8	1	12	0	0
Methylosmolene	3	1.14874	2016	8	1	12	0	0
Chlorodinine	7	1.11458	2016	8	1	12	0	0
Appluimonia	4	0.883998	2016	8	1	12	0	0
Appluimonia	2	0.827685	2016	8	1	12	0	0
Methylosmolene	8	0.799529	2016	8	1	12	0	0
AGOC-3A	9	0.736907	2016	8	1	12	0	0
Chlorodinine	6	0.726357	2016	8	1	12	0	0
AGOC-3A	6	0.604275	2016	8	1	12	0	0
Chlorodinine	5	0.582381	2016	8	1	12	0	0
Methylosmolene	7	0.5649	2016	8	1	12	0	0
AGOC-3A	7	0.458169	2016	8	1	12	0	0
AGOC-3A	8	0.449899	2016	8	1	12	0	0
Methylosmolene	1	0.424378	2016	8	1	12	0	0
Appluimonia	6	0.386089	2016	8	1	12	0	0
Chlorodinine	2	0.379955	2016	8	1	12	0	0
Methylosmolene	9	0.37661	2016	8	1	12	0	0
Appluimonia	1	0.372246	2016	8	1	12	0	0
Methylosmolene	5	0.331187	2016	8	1	12	0	0
AGOC-3A	5	0.303286	2016	8	1	12	0	0
AGOC-3A	1	0.288845	2016	8	1	12	0	0
AGOC-3A	2	0.268587	2016	8	1	12	0	0
AGOC-3A	3	0.265977	2016	8	1	12	0	0
Appluimonia	7	0.262436	2016	8	1	12	0	0
Appluimonia	5	0.258657	2016	8	1	12	0	0
Appluimonia	9	0.233905	2016	8	1	12	0	0
Chlorodinine	1	0.230913	2016	8	1	12	0	0
Methylosmolene	6	0.198642	2016	8	1	12	0	0
Appluimonia	8	0.140773	2016	8	1	12	0	0
Chlorodinine	8	0.128444	2016	8	1	12	0	0
Chlorodinine	9	0.0737443	2016	8	1	12	0	0
Methylosmolene	2	0.054875	2016	8	1	12	0	0
AGOC-3A	3	11.93167	2016	8	1	13	0	0
AGOC-3A	3	2.9289	2016	8	1	13	0	0
Appluimonia	5	2.55529	2016	8	1	13	0	0
Chlorodinine	4	1.39971	2016	8	1	13	0	0
Appluimonia	2	1.08687	2016	8	1	13	0	0
Methylosmolene	8	1.01534	2016	8	1	13	0	0
AGOC-3A	4	1.00065	2016	8	1	13	0	0
Methylosmolene	7	0.994791	2016	8	1	13	0	0
Methylosmolene	4	0.861026	2016	8	1	13	0	0
Chlorodinine	7	0.805086	2016	8	1	13	0	0
Appluimonia	4	0.79826	2016	8	1	13	0	0
Chlorodinine	3	0.593894	2016	8	1	13	0	0
Chlorodinine	6	0.555487	2016	8	1	13	0	0
Appluimonia	8	0.548817	2016	8	1	13	0	0
Chlorodinine	8	0.483199	2016	8	1	13	0	0
Methylosmolene	5	0.442722	2016	8	1	13	0	0
Methylosmolene	9	0.41319	2016	8	1	13	0	0
Chlorodinine	2	0.39944	2016	8	1	13	0	0
Methylosmolene	1	0.376836	2016	8	1	13	0	0
AGOC-3A	2	0.318877	2016	8	1	13	0	0
Appluimonia	3	0.303378	2016	8	1	13	0	0
Appluimonia	1	0.275131	2016	8	1	13	0	0
Appluimonia	6	0.258286	2016	8	1	13	0	0
AGOC-3A	1	0.237496	2016	8	1	13	0	0
Chlorodinine	5	0.223219	2016	8	1	13	0	0
Methylosmolene	6	0.216902	2016	8	1	13	0	0
AGOC-3A	7	0.1653	2016	8	1	13	0	0
AGOC-3A	9	0.133552	2016	8	1	13	0	0
Appluimonia	7	0.105626	2016	8	1	13	0	0
Appluimonia	9	0.0674411	2016	8	1	13	0	0
Chlorodinine	1	0.064684	2016	8	1	13	0	0
AGOC-3A	8	0.0372296	2016	8	1	13	0	0
