key	value	date
Methylosmolene	0.401722	4/1/16 1:0:0
AGOC-3A	0.394667	4/1/16 1:0:0
Methylosmolene	0.381961	4/1/16 1:0:0
Chlorodinine	0.349223	4/1/16 1:0:0
Chlorodinine	0.345217	4/1/16 1:0:0
Chlorodinine	0.325122	4/1/16 1:0:0
Chlorodinine	0.304023	4/1/16 1:0:0
AGOC-3A	0.301439	4/1/16 1:0:0
Methylosmolene	0.280295	4/1/16 1:0:0
Methylosmolene	0.272105	4/1/16 1:0:0
AGOC-3A	0.261157	4/1/16 1:0:0
Methylosmolene	0.225031	4/1/16 1:0:0
Methylosmolene	0.18997	4/1/16 1:0:0
Methylosmolene	0.186488	4/1/16 1:0:0
Appluimonia	0.168714	4/1/16 1:0:0
Chlorodinine	0.163982	4/1/16 1:0:0
Appluimonia	0.152105	4/1/16 1:0:0
Appluimonia	0.131138	4/1/16 1:0:0
Appluimonia	0.130407	4/1/16 1:0:0
AGOC-3A	0.123042	4/1/16 1:0:0
Chlorodinine	0.0842611	4/1/16 1:0:0
AGOC-3A	0.0827827	4/1/16 1:0:0
Chlorodinine	0.0777142	4/1/16 1:0:0
AGOC-3A	0.0656058	4/1/16 1:0:0
Appluimonia	0.00951907	4/1/16 1:0:0
AGOC-3A	2.39479	4/1/16 2:0:0
Appluimonia	1.66118	4/1/16 2:0:0
Methylosmolene	0.970838	4/1/16 2:0:0
Chlorodinine	0.689016	4/1/16 2:0:0
Appluimonia	0.645735	4/1/16 2:0:0
Methylosmolene	0.634746	4/1/16 2:0:0
Chlorodinine	0.608635	4/1/16 2:0:0
AGOC-3A	0.509981	4/1/16 2:0:0
Methylosmolene	0.474245	4/1/16 2:0:0
AGOC-3A	0.437709	4/1/16 2:0:0
Chlorodinine	0.432936	4/1/16 2:0:0
Chlorodinine	0.428891	4/1/16 2:0:0
Appluimonia	0.396515	4/1/16 2:0:0
Chlorodinine	0.386579	4/1/16 2:0:0
Appluimonia	0.381269	4/1/16 2:0:0
Chlorodinine	0.367956	4/1/16 2:0:0
Chlorodinine	0.32639	4/1/16 2:0:0
AGOC-3A	0.318626	4/1/16 2:0:0
Methylosmolene	0.244736	4/1/16 2:0:0
Methylosmolene	0.23958	4/1/16 2:0:0
Appluimonia	0.236313	4/1/16 2:0:0
Appluimonia	0.208529	4/1/16 2:0:0
AGOC-3A	0.206771	4/1/16 2:0:0
AGOC-3A	0.20397	4/1/16 2:0:0
Appluimonia	0.188443	4/1/16 2:0:0
Chlorodinine	0.165901	4/1/16 2:0:0
Appluimonia	0.0983349	4/1/16 2:0:0
Methylosmolene	0.0704396	4/1/16 2:0:0
Chlorodinine	0.0659318	4/1/16 2:0:0
AGOC-3A	0.0656916	4/1/16 2:0:0
Methylosmolene	0.0511753	4/1/16 2:0:0
Appluimonia	0.0430606	4/1/16 2:0:0
AGOC-3A	0.0389048	4/1/16 2:0:0
Methylosmolene	0.0378444	4/1/16 2:0:0
Methylosmolene	0.0347547	4/1/16 2:0:0
AGOC-3A	0.0304364	4/1/16 2:0:0
Methylosmolene	0.69419	4/1/16 3:0:0
Chlorodinine	0.65151	4/1/16 3:0:0
Appluimonia	0.596467	4/1/16 3:0:0
AGOC-3A	0.5182	4/1/16 3:0:0
Chlorodinine	0.51323	4/1/16 3:0:0
Methylosmolene	0.486087	4/1/16 3:0:0
Appluimonia	0.471165	4/1/16 3:0:0
Appluimonia	0.45342	4/1/16 3:0:0
Appluimonia	0.446928	4/1/16 3:0:0
Methylosmolene	0.437154	4/1/16 3:0:0
AGOC-3A	0.405114	4/1/16 3:0:0
Appluimonia	0.378197	4/1/16 3:0:0
Chlorodinine	0.376071	4/1/16 3:0:0
Chlorodinine	0.364682	4/1/16 3:0:0
AGOC-3A	0.363091	4/1/16 3:0:0
Chlorodinine	0.357711	4/1/16 3:0:0
Methylosmolene	0.353672	4/1/16 3:0:0
Chlorodinine	0.321624	4/1/16 3:0:0
Appluimonia	0.319679	4/1/16 3:0:0
Methylosmolene	0.300778	4/1/16 3:0:0
Appluimonia	0.288575	4/1/16 3:0:0
AGOC-3A	0.280231	4/1/16 3:0:0
Appluimonia	0.26598	4/1/16 3:0:0
Appluimonia	0.26131	4/1/16 3:0:0
Methylosmolene	0.246773	4/1/16 3:0:0
AGOC-3A	0.242014	4/1/16 3:0:0
AGOC-3A	0.198875	4/1/16 3:0:0
AGOC-3A	0.15624	4/1/16 3:0:0
Methylosmolene	0.124396	4/1/16 3:0:0
AGOC-3A	0.0895294	4/1/16 3:0:0
Methylosmolene	0.0808523	4/1/16 3:0:0
Chlorodinine	0.0622761	4/1/16 3:0:0
Chlorodinine	0.0587969	4/1/16 3:0:0
AGOC-3A	0.0585907	4/1/16 3:0:0
Methylosmolene	0.0347694	4/1/16 3:0:0
Chlorodinine	0.0144352	4/1/16 3:0:0
Chlorodinine	1.1394	4/1/16 4:0:0
Chlorodinine	1.03067	4/1/16 4:0:0
AGOC-3A	0.856971	4/1/16 4:0:0
Appluimonia	0.734143	4/1/16 4:0:0
AGOC-3A	0.714903	4/1/16 4:0:0
Methylosmolene	0.667903	4/1/16 4:0:0
Methylosmolene	0.641762	4/1/16 4:0:0
Appluimonia	0.636766	4/1/16 4:0:0
AGOC-3A	0.618398	4/1/16 4:0:0
AGOC-3A	0.523747	4/1/16 4:0:0
AGOC-3A	0.51271	4/1/16 4:0:0
AGOC-3A	0.4967	4/1/16 4:0:0
Methylosmolene	0.476344	4/1/16 4:0:0
Chlorodinine	0.405011	4/1/16 4:0:0
Chlorodinine	0.390987	4/1/16 4:0:0
AGOC-3A	0.375753	4/1/16 4:0:0
AGOC-3A	0.371454	4/1/16 4:0:0
Appluimonia	0.33195	4/1/16 4:0:0
Chlorodinine	0.320612	4/1/16 4:0:0
Methylosmolene	0.313513	4/1/16 4:0:0
Methylosmolene	0.312161	4/1/16 4:0:0
Chlorodinine	0.299912	4/1/16 4:0:0
Methylosmolene	0.284877	4/1/16 4:0:0
Methylosmolene	0.281923	4/1/16 4:0:0
AGOC-3A	0.25342	4/1/16 4:0:0
Appluimonia	0.246868	4/1/16 4:0:0
Appluimonia	0.168924	4/1/16 4:0:0
Appluimonia	0.146269	4/1/16 4:0:0
Appluimonia	0.129247	4/1/16 4:0:0
Chlorodinine	0.127112	4/1/16 4:0:0
Appluimonia	0.119788	4/1/16 4:0:0
Chlorodinine	0.117581	4/1/16 4:0:0
Methylosmolene	0.0899369	4/1/16 4:0:0
Methylosmolene	0.0559182	4/1/16 4:0:0
Chlorodinine	0.033643	4/1/16 4:0:0
Appluimonia	0.0296883	4/1/16 4:0:0
Chlorodinine	2.79331	4/1/16 5:0:0
AGOC-3A	1.03184	4/1/16 5:0:0
Methylosmolene	0.989826	4/1/16 5:0:0
Methylosmolene	0.916534	4/1/16 5:0:0
AGOC-3A	0.69974	4/1/16 5:0:0
Appluimonia	0.664029	4/1/16 5:0:0
Chlorodinine	0.649797	4/1/16 5:0:0
Chlorodinine	0.512425	4/1/16 5:0:0
Chlorodinine	0.446033	4/1/16 5:0:0
Appluimonia	0.421384	4/1/16 5:0:0
Chlorodinine	0.378493	4/1/16 5:0:0
Methylosmolene	0.367007	4/1/16 5:0:0
Methylosmolene	0.36684	4/1/16 5:0:0
AGOC-3A	0.294556	4/1/16 5:0:0
Appluimonia	0.285482	4/1/16 5:0:0
Methylosmolene	0.28066	4/1/16 5:0:0
Appluimonia	0.271384	4/1/16 5:0:0
Methylosmolene	0.259023	4/1/16 5:0:0
Appluimonia	0.256853	4/1/16 5:0:0
Appluimonia	0.253563	4/1/16 5:0:0
AGOC-3A	0.252217	4/1/16 5:0:0
AGOC-3A	0.238353	4/1/16 5:0:0
AGOC-3A	0.209591	4/1/16 5:0:0
Methylosmolene	0.195448	4/1/16 5:0:0
Chlorodinine	0.168359	4/1/16 5:0:0
Chlorodinine	0.148461	4/1/16 5:0:0
Appluimonia	0.147356	4/1/16 5:0:0
Chlorodinine	0.138576	4/1/16 5:0:0
AGOC-3A	0.116403	4/1/16 5:0:0
Chlorodinine	0.108269	4/1/16 5:0:0
Appluimonia	0.0518588	4/1/16 5:0:0
Appluimonia	0.0388837	4/1/16 5:0:0
AGOC-3A	0.0318543	4/1/16 5:0:0
Methylosmolene	0.0203157	4/1/16 5:0:0
Methylosmolene	0.00622426	4/1/16 5:0:0
AGOC-3A	0.00241546	4/1/16 5:0:0
Chlorodinine	3.94462	4/1/16 6:0:0
AGOC-3A	3.81396	4/1/16 6:0:0
Methylosmolene	2.05302	4/1/16 6:0:0
Appluimonia	0.969027	4/1/16 6:0:0
Methylosmolene	0.940167	4/1/16 6:0:0
AGOC-3A	0.822506	4/1/16 6:0:0
Appluimonia	0.78524	4/1/16 6:0:0
Chlorodinine	0.734936	4/1/16 6:0:0
Chlorodinine	0.681112	4/1/16 6:0:0
Appluimonia	0.678525	4/1/16 6:0:0
Methylosmolene	0.673679	4/1/16 6:0:0
Chlorodinine	0.590046	4/1/16 6:0:0
Appluimonia	0.552638	4/1/16 6:0:0
AGOC-3A	0.537672	4/1/16 6:0:0
Chlorodinine	0.524311	4/1/16 6:0:0
Methylosmolene	0.378806	4/1/16 6:0:0
AGOC-3A	0.361752	4/1/16 6:0:0
AGOC-3A	0.348775	4/1/16 6:0:0
Methylosmolene	0.329487	4/1/16 6:0:0
Chlorodinine	0.32179	4/1/16 6:0:0
Methylosmolene	0.250966	4/1/16 6:0:0
Chlorodinine	0.249135	4/1/16 6:0:0
AGOC-3A	0.2396	4/1/16 6:0:0
Appluimonia	0.225316	4/1/16 6:0:0
AGOC-3A	0.210431	4/1/16 6:0:0
AGOC-3A	0.171442	4/1/16 6:0:0
Methylosmolene	0.167723	4/1/16 6:0:0
Methylosmolene	0.148385	4/1/16 6:0:0
Methylosmolene	0.126295	4/1/16 6:0:0
Appluimonia	0.105537	4/1/16 6:0:0
Appluimonia	0.104948	4/1/16 6:0:0
Appluimonia	0.0848154	4/1/16 6:0:0
AGOC-3A	0.0686394	4/1/16 6:0:0
Chlorodinine	0.0627053	4/1/16 6:0:0
Chlorodinine	0.0278427	4/1/16 6:0:0
Appluimonia	0.0228912	4/1/16 6:0:0
AGOC-3A	4.78659	4/1/16 7:0:0
Chlorodinine	3.35156	4/1/16 7:0:0
AGOC-3A	1.02109	4/1/16 7:0:0
Chlorodinine	0.946475	4/1/16 7:0:0
Appluimonia	0.874363	4/1/16 7:0:0
Appluimonia	0.638567	4/1/16 7:0:0
Methylosmolene	0.602402	4/1/16 7:0:0
Chlorodinine	0.544958	4/1/16 7:0:0
Chlorodinine	0.542413	4/1/16 7:0:0
Methylosmolene	0.502477	4/1/16 7:0:0
Appluimonia	0.452319	4/1/16 7:0:0
AGOC-3A	0.426199	4/1/16 7:0:0
Appluimonia	0.421081	4/1/16 7:0:0
Appluimonia	0.386387	4/1/16 7:0:0
Methylosmolene	0.386002	4/1/16 7:0:0
Methylosmolene	0.375589	4/1/16 7:0:0
Chlorodinine	0.343747	4/1/16 7:0:0
Chlorodinine	0.333749	4/1/16 7:0:0
AGOC-3A	0.271824	4/1/16 7:0:0
Appluimonia	0.268262	4/1/16 7:0:0
Methylosmolene	0.268067	4/1/16 7:0:0
Methylosmolene	0.221445	4/1/16 7:0:0
Chlorodinine	0.213374	4/1/16 7:0:0
Chlorodinine	0.188189	4/1/16 7:0:0
AGOC-3A	0.170572	4/1/16 7:0:0
AGOC-3A	0.155064	4/1/16 7:0:0
AGOC-3A	0.0958847	4/1/16 7:0:0
Methylosmolene	0.0929588	4/1/16 7:0:0
Appluimonia	0.089142	4/1/16 7:0:0
Methylosmolene	0.072075	4/1/16 7:0:0
Methylosmolene	0.0330591	4/1/16 7:0:0
AGOC-3A	0.0320344	4/1/16 7:0:0
Appluimonia	0.025392	4/1/16 7:0:0
AGOC-3A	0.0231199	4/1/16 7:0:0
Chlorodinine	0.0142187	4/1/16 7:0:0
Appluimonia	0.0100301	4/1/16 7:0:0
Chlorodinine	3.83947	4/1/16 8:0:0
Appluimonia	2.10568	4/1/16 8:0:0
AGOC-3A	1.61156	4/1/16 8:0:0
Appluimonia	1.23009	4/1/16 8:0:0
Methylosmolene	0.917269	4/1/16 8:0:0
Appluimonia	0.69624	4/1/16 8:0:0
Chlorodinine	0.690937	4/1/16 8:0:0
Methylosmolene	0.553491	4/1/16 8:0:0
AGOC-3A	0.545655	4/1/16 8:0:0
Appluimonia	0.521752	4/1/16 8:0:0
Chlorodinine	0.521053	4/1/16 8:0:0
Appluimonia	0.476664	4/1/16 8:0:0
AGOC-3A	0.451286	4/1/16 8:0:0
Appluimonia	0.419446	4/1/16 8:0:0
Chlorodinine	0.380071	4/1/16 8:0:0
Appluimonia	0.366206	4/1/16 8:0:0
Chlorodinine	0.349802	4/1/16 8:0:0
Appluimonia	0.340732	4/1/16 8:0:0
Chlorodinine	0.331285	4/1/16 8:0:0
Chlorodinine	0.306871	4/1/16 8:0:0
Methylosmolene	0.292984	4/1/16 8:0:0
AGOC-3A	0.285264	4/1/16 8:0:0
Methylosmolene	0.263384	4/1/16 8:0:0
Appluimonia	0.246648	4/1/16 8:0:0
Chlorodinine	0.202865	4/1/16 8:0:0
Methylosmolene	0.177531	4/1/16 8:0:0
Methylosmolene	0.169993	4/1/16 8:0:0
Methylosmolene	0.165458	4/1/16 8:0:0
AGOC-3A	0.1416	4/1/16 8:0:0
Methylosmolene	0.129355	4/1/16 8:0:0
Chlorodinine	0.112167	4/1/16 8:0:0
AGOC-3A	0.0810158	4/1/16 8:0:0
AGOC-3A	0.071417	4/1/16 8:0:0
AGOC-3A	0.0343286	4/1/16 8:0:0
Methylosmolene	0.024255	4/1/16 8:0:0
AGOC-3A	0.0133735	4/1/16 8:0:0
Methylosmolene	1.90111	4/1/16 9:0:0
Appluimonia	1.78909	4/1/16 9:0:0
Appluimonia	0.915939	4/1/16 9:0:0
Chlorodinine	0.71666	4/1/16 9:0:0
Methylosmolene	0.714198	4/1/16 9:0:0
Chlorodinine	0.659626	4/1/16 9:0:0
Chlorodinine	0.655028	4/1/16 9:0:0
AGOC-3A	0.639886	4/1/16 9:0:0
Methylosmolene	0.601663	4/1/16 9:0:0
Appluimonia	0.586124	4/1/16 9:0:0
AGOC-3A	0.544795	4/1/16 9:0:0
Methylosmolene	0.522087	4/1/16 9:0:0
Methylosmolene	0.474724	4/1/16 9:0:0
Appluimonia	0.451534	4/1/16 9:0:0
AGOC-3A	0.407047	4/1/16 9:0:0
Appluimonia	0.37218	4/1/16 9:0:0
AGOC-3A	0.307569	4/1/16 9:0:0
Methylosmolene	0.304597	4/1/16 9:0:0
Appluimonia	0.300466	4/1/16 9:0:0
Chlorodinine	0.288103	4/1/16 9:0:0
Appluimonia	0.274487	4/1/16 9:0:0
AGOC-3A	0.270683	4/1/16 9:0:0
AGOC-3A	0.230418	4/1/16 9:0:0
Appluimonia	0.217195	4/1/16 9:0:0
Chlorodinine	0.204093	4/1/16 9:0:0
AGOC-3A	0.201245	4/1/16 9:0:0
AGOC-3A	0.201125	4/1/16 9:0:0
Chlorodinine	0.199124	4/1/16 9:0:0
Methylosmolene	0.126885	4/1/16 9:0:0
Chlorodinine	0.10603	4/1/16 9:0:0
Methylosmolene	0.0988394	4/1/16 9:0:0
Chlorodinine	0.0948834	4/1/16 9:0:0
Chlorodinine	0.0700218	4/1/16 9:0:0
AGOC-3A	0.0455874	4/1/16 9:0:0
Methylosmolene	0.0419438	4/1/16 9:0:0
Appluimonia	0.041054	4/1/16 9:0:0
Methylosmolene	0.786521	4/1/16 10:0:0
AGOC-3A	0.772321	4/1/16 10:0:0
Methylosmolene	0.756304	4/1/16 10:0:0
Chlorodinine	0.726825	4/1/16 10:0:0
Methylosmolene	0.670043	4/1/16 10:0:0
Appluimonia	0.657709	4/1/16 10:0:0
Chlorodinine	0.572236	4/1/16 10:0:0
AGOC-3A	0.565408	4/1/16 10:0:0
Chlorodinine	0.483525	4/1/16 10:0:0
Methylosmolene	0.457522	4/1/16 10:0:0
AGOC-3A	0.44956	4/1/16 10:0:0
Chlorodinine	0.417886	4/1/16 10:0:0
Appluimonia	0.384311	4/1/16 10:0:0
Chlorodinine	0.374429	4/1/16 10:0:0
Methylosmolene	0.337672	4/1/16 10:0:0
Appluimonia	0.332215	4/1/16 10:0:0
Appluimonia	0.326147	4/1/16 10:0:0
Appluimonia	0.304952	4/1/16 10:0:0
Appluimonia	0.289997	4/1/16 10:0:0
Chlorodinine	0.274667	4/1/16 10:0:0
AGOC-3A	0.271139	4/1/16 10:0:0
Appluimonia	0.268343	4/1/16 10:0:0
AGOC-3A	0.24401	4/1/16 10:0:0
Methylosmolene	0.218184	4/1/16 10:0:0
AGOC-3A	0.200995	4/1/16 10:0:0
Chlorodinine	0.192601	4/1/16 10:0:0
Appluimonia	0.183642	4/1/16 10:0:0
Methylosmolene	0.163966	4/1/16 10:0:0
AGOC-3A	0.162566	4/1/16 10:0:0
Appluimonia	0.156522	4/1/16 10:0:0
AGOC-3A	0.152753	4/1/16 10:0:0
Methylosmolene	0.141456	4/1/16 10:0:0
Chlorodinine	0.128094	4/1/16 10:0:0
Chlorodinine	0.057487	4/1/16 10:0:0
AGOC-3A	0.0251836	4/1/16 10:0:0
Methylosmolene	0.00298162	4/1/16 10:0:0
Methylosmolene	4.39846	4/1/16 11:0:0
Appluimonia	1.02831	4/1/16 11:0:0
AGOC-3A	0.967785	4/1/16 11:0:0
Methylosmolene	0.87337	4/1/16 11:0:0
Methylosmolene	0.854138	4/1/16 11:0:0
Appluimonia	0.78212	4/1/16 11:0:0
Methylosmolene	0.773302	4/1/16 11:0:0
Chlorodinine	0.70332	4/1/16 11:0:0
Chlorodinine	0.559303	4/1/16 11:0:0
AGOC-3A	0.502717	4/1/16 11:0:0
Appluimonia	0.453267	4/1/16 11:0:0
AGOC-3A	0.430635	4/1/16 11:0:0
Appluimonia	0.42455	4/1/16 11:0:0
Appluimonia	0.404981	4/1/16 11:0:0
Chlorodinine	0.392052	4/1/16 11:0:0
Methylosmolene	0.29769	4/1/16 11:0:0
Methylosmolene	0.259342	4/1/16 11:0:0
Methylosmolene	0.242137	4/1/16 11:0:0
Chlorodinine	0.241334	4/1/16 11:0:0
Chlorodinine	0.234759	4/1/16 11:0:0
Chlorodinine	0.229816	4/1/16 11:0:0
Methylosmolene	0.228423	4/1/16 11:0:0
Chlorodinine	0.227113	4/1/16 11:0:0
AGOC-3A	0.18658	4/1/16 11:0:0
AGOC-3A	0.171654	4/1/16 11:0:0
Chlorodinine	0.16321	4/1/16 11:0:0
Appluimonia	0.150965	4/1/16 11:0:0
Methylosmolene	0.143529	4/1/16 11:0:0
Appluimonia	0.132435	4/1/16 11:0:0
Appluimonia	0.120384	4/1/16 11:0:0
AGOC-3A	0.11802	4/1/16 11:0:0
AGOC-3A	0.0669641	4/1/16 11:0:0
AGOC-3A	0.0666572	4/1/16 11:0:0
Appluimonia	0.036502	4/1/16 11:0:0
Chlorodinine	0.025848	4/1/16 11:0:0
AGOC-3A	0.0143858	4/1/16 11:0:0
Methylosmolene	2.97161	4/1/16 12:0:0
Methylosmolene	1.9822	4/1/16 12:0:0
Chlorodinine	0.833999	4/1/16 12:0:0
AGOC-3A	0.81394	4/1/16 12:0:0
Chlorodinine	0.672943	4/1/16 12:0:0
Appluimonia	0.555826	4/1/16 12:0:0
Chlorodinine	0.496377	4/1/16 12:0:0
AGOC-3A	0.469625	4/1/16 12:0:0
AGOC-3A	0.435586	4/1/16 12:0:0
Appluimonia	0.417883	4/1/16 12:0:0
Appluimonia	0.399123	4/1/16 12:0:0
AGOC-3A	0.396962	4/1/16 12:0:0
Appluimonia	0.387515	4/1/16 12:0:0
Methylosmolene	0.357148	4/1/16 12:0:0
Chlorodinine	0.346274	4/1/16 12:0:0
Chlorodinine	0.275282	4/1/16 12:0:0
Methylosmolene	0.268327	4/1/16 12:0:0
Chlorodinine	0.264588	4/1/16 12:0:0
Appluimonia	0.236189	4/1/16 12:0:0
Chlorodinine	0.233285	4/1/16 12:0:0
Appluimonia	0.229907	4/1/16 12:0:0
Methylosmolene	0.213574	4/1/16 12:0:0
Methylosmolene	0.208672	4/1/16 12:0:0
Chlorodinine	0.203687	4/1/16 12:0:0
Chlorodinine	0.192999	4/1/16 12:0:0
AGOC-3A	0.189639	4/1/16 12:0:0
AGOC-3A	0.165788	4/1/16 12:0:0
Appluimonia	0.127155	4/1/16 12:0:0
Methylosmolene	0.10236	4/1/16 12:0:0
AGOC-3A	0.0969047	4/1/16 12:0:0
AGOC-3A	0.0870258	4/1/16 12:0:0
Methylosmolene	0.0784863	4/1/16 12:0:0
Appluimonia	0.0766411	4/1/16 12:0:0
Methylosmolene	0.0730682	4/1/16 12:0:0
AGOC-3A	0.0475963	4/1/16 12:0:0
Appluimonia	0.032094	4/1/16 12:0:0
AGOC-3A	2.9472	4/1/16 13:0:0
Chlorodinine	1.90125	4/1/16 13:0:0
Methylosmolene	1.60229	4/1/16 13:0:0
Methylosmolene	1.52117	4/1/16 13:0:0
Chlorodinine	0.885737	4/1/16 13:0:0
Appluimonia	0.829324	4/1/16 13:0:0
Chlorodinine	0.819536	4/1/16 13:0:0
Methylosmolene	0.742678	4/1/16 13:0:0
Appluimonia	0.615335	4/1/16 13:0:0
Appluimonia	0.589898	4/1/16 13:0:0
AGOC-3A	0.484358	4/1/16 13:0:0
Appluimonia	0.453212	4/1/16 13:0:0
Chlorodinine	0.433455	4/1/16 13:0:0
Methylosmolene	0.42977	4/1/16 13:0:0
AGOC-3A	0.416789	4/1/16 13:0:0
Methylosmolene	0.384708	4/1/16 13:0:0
Chlorodinine	0.356287	4/1/16 13:0:0
Appluimonia	0.331087	4/1/16 13:0:0
AGOC-3A	0.271808	4/1/16 13:0:0
Chlorodinine	0.271384	4/1/16 13:0:0
Appluimonia	0.24354	4/1/16 13:0:0
Chlorodinine	0.235847	4/1/16 13:0:0
Methylosmolene	0.223932	4/1/16 13:0:0
AGOC-3A	0.219576	4/1/16 13:0:0
Methylosmolene	0.206465	4/1/16 13:0:0
AGOC-3A	0.170308	4/1/16 13:0:0
AGOC-3A	0.13544	4/1/16 13:0:0
AGOC-3A	0.129685	4/1/16 13:0:0
Appluimonia	0.107169	4/1/16 13:0:0
Appluimonia	0.102078	4/1/16 13:0:0
Chlorodinine	0.0744315	4/1/16 13:0:0
Appluimonia	0.0456287	4/1/16 13:0:0
AGOC-3A	0.0225215	4/1/16 13:0:0
Methylosmolene	0.0167204	4/1/16 13:0:0
Chlorodinine	0.0159372	4/1/16 13:0:0
Methylosmolene	0.00629568	4/1/16 13:0:0
Chlorodinine	2.18663	4/1/16 14:0:0
AGOC-3A	2.06584	4/1/16 14:0:0
Appluimonia	1.68447	4/1/16 14:0:0
Chlorodinine	0.986431	4/1/16 14:0:0
AGOC-3A	0.985069	4/1/16 14:0:0
Methylosmolene	0.833012	4/1/16 14:0:0
Methylosmolene	0.787857	4/1/16 14:0:0
Methylosmolene	0.744591	4/1/16 14:0:0
Appluimonia	0.60598	4/1/16 14:0:0
AGOC-3A	0.542312	4/1/16 14:0:0
Methylosmolene	0.475952	4/1/16 14:0:0
Chlorodinine	0.440393	4/1/16 14:0:0
Chlorodinine	0.440045	4/1/16 14:0:0
Appluimonia	0.424518	4/1/16 14:0:0
Appluimonia	0.397431	4/1/16 14:0:0
Chlorodinine	0.378116	4/1/16 14:0:0
Chlorodinine	0.338016	4/1/16 14:0:0
AGOC-3A	0.329869	4/1/16 14:0:0
Methylosmolene	0.283356	4/1/16 14:0:0
Methylosmolene	0.281457	4/1/16 14:0:0
Chlorodinine	0.248804	4/1/16 14:0:0
AGOC-3A	0.240171	4/1/16 14:0:0
Appluimonia	0.239086	4/1/16 14:0:0
Appluimonia	0.229613	4/1/16 14:0:0
Methylosmolene	0.209022	4/1/16 14:0:0
Methylosmolene	0.19548	4/1/16 14:0:0
Appluimonia	0.187208	4/1/16 14:0:0
Chlorodinine	0.101092	4/1/16 14:0:0
Appluimonia	0.100419	4/1/16 14:0:0
Chlorodinine	0.0965608	4/1/16 14:0:0
Appluimonia	0.0813537	4/1/16 14:0:0
AGOC-3A	0.0551616	4/1/16 14:0:0
AGOC-3A	0.0458705	4/1/16 14:0:0
AGOC-3A	0.0306601	4/1/16 14:0:0
AGOC-3A	0.0140477	4/1/16 14:0:0
Methylosmolene	0.0131358	4/1/16 14:0:0
AGOC-3A	1.8144	4/1/16 15:0:0
Appluimonia	1.34866	4/1/16 15:0:0
AGOC-3A	0.927829	4/1/16 15:0:0
Methylosmolene	0.837112	4/1/16 15:0:0
Methylosmolene	0.773566	4/1/16 15:0:0
AGOC-3A	0.62139	4/1/16 15:0:0
AGOC-3A	0.589017	4/1/16 15:0:0
Methylosmolene	0.548344	4/1/16 15:0:0
AGOC-3A	0.531765	4/1/16 15:0:0
Chlorodinine	0.483222	4/1/16 15:0:0
Appluimonia	0.447587	4/1/16 15:0:0
Appluimonia	0.438771	4/1/16 15:0:0
AGOC-3A	0.43167	4/1/16 15:0:0
Methylosmolene	0.430541	4/1/16 15:0:0
Methylosmolene	0.333781	4/1/16 15:0:0
Appluimonia	0.298941	4/1/16 15:0:0
Chlorodinine	0.280986	4/1/16 15:0:0
Chlorodinine	0.272041	4/1/16 15:0:0
AGOC-3A	0.266658	4/1/16 15:0:0
Chlorodinine	0.262528	4/1/16 15:0:0
AGOC-3A	0.257714	4/1/16 15:0:0
