Chemical	Day	Hour	Reading
Methylosmolene	26	9	0.433776978
Methylosmolene	26	8	0.576016611
Methylosmolene	26	7	0.468302936
Methylosmolene	26	6	0.492632289
Methylosmolene	26	5	0.4074093
Methylosmolene	26	4	0.573453667
Methylosmolene	26	3	0.549212
Methylosmolene	26	2	0.492043556
Methylosmolene	26	1	0.538826333
Methylosmolene	26	0	0.529585078
Methylosmolene	25	23	0.283000277
Methylosmolene	25	22	0.542495411
Methylosmolene	25	21	0.480571778
Methylosmolene	25	20	0.320594511
Methylosmolene	25	19	0.2795772
Methylosmolene	25	18	0.955392489
Methylosmolene	25	17	0.511218311
Methylosmolene	25	16	0.723920711
Methylosmolene	25	15	0.354703122
Methylosmolene	25	14	0.681751556
Methylosmolene	25	13	0.493508063
Methylosmolene	25	12	0.301026244
Methylosmolene	25	11	0.440283367
Methylosmolene	25	10	0.564731022
Methylosmolene	25	9	0.388520778
Methylosmolene	25	8	0.580625444
Methylosmolene	25	7	0.381136678
Methylosmolene	25	6	0.66305695
Methylosmolene	25	5	5.771278444
Methylosmolene	25	4	0.4606794
Methylosmolene	25	3	3.333828479
Methylosmolene	25	2	4.977407954
Methylosmolene	25	1	0.510374444
Methylosmolene	25	0	0.320488222
Methylosmolene	24	23	0.540339589
Methylosmolene	24	22	0.3300375
Methylosmolene	24	21	0.312601944
Methylosmolene	24	20	0.596588544
Methylosmolene	24	19	0.307789044
Methylosmolene	24	18	0.268898467
Methylosmolene	24	17	0.682082789
Methylosmolene	24	16	0.430802222
Methylosmolene	24	15	0.283671974
Methylosmolene	24	14	0.3317452
Methylosmolene	24	13	0.287210744
Methylosmolene	24	12	0.419512944
Methylosmolene	24	11	0.357659667
Methylosmolene	24	10	0.363224946
Methylosmolene	24	9	0.321946067
Methylosmolene	24	8	0.3557821
Methylosmolene	24	7	0.381985356
Methylosmolene	24	6	0.557168111
Methylosmolene	24	5	0.467092833
Methylosmolene	24	4	0.424637333
Methylosmolene	24	3	0.454387578
Methylosmolene	24	2	0.973374889
Methylosmolene	24	1	0.446965322
Methylosmolene	24	0	0.542482
Methylosmolene	23	23	0.222012078
Methylosmolene	23	22	0.438433567
Methylosmolene	23	21	0.525978933
Methylosmolene	23	20	0.414564833
Methylosmolene	23	19	0.479310767
Methylosmolene	23	18	0.309316667
Methylosmolene	23	17	0.349250456
Methylosmolene	23	16	0.683938544
Methylosmolene	23	15	0.572712522
Methylosmolene	23	14	0.525527111
Methylosmolene	23	13	0.368181667
Methylosmolene	23	12	0.695673
Methylosmolene	23	11	0.985684178
Methylosmolene	23	10	0.465429756
Methylosmolene	23	9	0.496532222
Methylosmolene	23	8	0.572137667
Methylosmolene	23	7	0.502752278
Methylosmolene	23	6	0.4909351
Methylosmolene	23	5	0.547549167
Methylosmolene	23	4	0.380113844
Methylosmolene	23	3	0.380997111
Methylosmolene	23	2	0.407115367
Methylosmolene	23	1	0.232186767
Methylosmolene	23	0	1.128509756
Methylosmolene	22	23	2.2174599
Methylosmolene	22	22	0.218411089
Methylosmolene	22	21	0.495822438
Methylosmolene	22	20	0.408115011
Methylosmolene	22	19	0.5791977
Methylosmolene	22	18	0.859208667
Methylosmolene	22	17	0.536020767
Methylosmolene	22	16	0.638671844
Methylosmolene	22	15	0.501712444
Methylosmolene	22	14	0.343405321
Methylosmolene	22	13	0.637614312
Methylosmolene	22	12	0.479630389
Methylosmolene	22	11	0.63873975
Methylosmolene	22	10	0.387477125
Methylosmolene	22	9	0.45133225
Methylosmolene	22	8	0.642843656
Methylosmolene	22	7	0.335793233
Methylosmolene	22	6	0.421979978
Methylosmolene	22	5	0.625098122
Methylosmolene	22	4	0.446475
Methylosmolene	22	3	0.599770533
Methylosmolene	22	2	0.343449044
Methylosmolene	22	1	0.522706956
Methylosmolene	22	0	0.345229122
Methylosmolene	21	23	0.477559556
Methylosmolene	21	22	0.424590444
Methylosmolene	21	21	0.737406411
Methylosmolene	21	20	0.297424911
Methylosmolene	21	19	0.887789875
Methylosmolene	21	18	0.475704125
Methylosmolene	21	17	0.382526089
Methylosmolene	21	16	0.578624067
Methylosmolene	21	15	0.490279411
Methylosmolene	21	14	0.644088
Methylosmolene	21	13	0.587088633
Methylosmolene	21	12	0.435593837
Methylosmolene	21	11	0.706890163
Methylosmolene	21	10	0.507932244
Methylosmolene	21	9	0.4099572
Methylosmolene	21	8	0.383848122
Methylosmolene	21	7	0.655517133
Methylosmolene	21	6	0.212357622
Methylosmolene	21	5	0.293049144
Methylosmolene	21	4	1.501186789
Methylosmolene	21	3	2.792077911
Methylosmolene	21	2	0.406952633
Methylosmolene	21	1	0.342927
Methylosmolene	21	0	0.554557578
Methylosmolene	20	23	0.582701044
Methylosmolene	20	22	0.326498556
Methylosmolene	20	21	0.376615331
Methylosmolene	20	20	0.443904233
Methylosmolene	20	19	0.3999614
Methylosmolene	20	18	0.696500006
Methylosmolene	20	17	0.6209595
Methylosmolene	20	16	0.215435967
Methylosmolene	20	15	0.379887222
Methylosmolene	20	14	0.613514933
Methylosmolene	20	13	0.366945033
Methylosmolene	20	12	0.513758778
Methylosmolene	20	11	0.823576973
Methylosmolene	20	10	0.417980622
Methylosmolene	20	9	0.476857556
Methylosmolene	20	8	0.395913579
Methylosmolene	20	7	0.625062711
Methylosmolene	20	6	0.4070353
Methylosmolene	20	5	0.344627378
Methylosmolene	20	4	0.226736667
Methylosmolene	20	3	0.307869156
Methylosmolene	20	2	0.297101278
Methylosmolene	20	1	0.304026033
Methylosmolene	20	0	0.445707778
Methylosmolene	19	23	0.732003344
Methylosmolene	19	22	0.522960256
Methylosmolene	19	21	0.403853256
Methylosmolene	19	20	0.427770014
Methylosmolene	19	19	0.447511111
Methylosmolene	19	18	0.535613369
Methylosmolene	19	17	0.367064322
Methylosmolene	19	16	0.409192356
Methylosmolene	19	15	0.4105773
Methylosmolene	19	14	0.776465667
Methylosmolene	19	13	0.691697522
Methylosmolene	19	12	0.573769478
Methylosmolene	19	11	0.392693222
Methylosmolene	19	10	0.434142722
Methylosmolene	19	9	0.437035222
Methylosmolene	19	8	0.278522863
Methylosmolene	19	7	0.260155789
Methylosmolene	19	6	0.43465865
Methylosmolene	19	5	3.371729589
Methylosmolene	19	4	0.446459967
Methylosmolene	19	3	0.507475068
Methylosmolene	19	2	2.049757922
Methylosmolene	19	1	3.192326102
Methylosmolene	19	0	1.478106567
Methylosmolene	18	23	0.174061844
Methylosmolene	18	22	0.471632667
Methylosmolene	18	21	0.396115977
Methylosmolene	18	20	0.522004978
Methylosmolene	18	19	0.460018
Methylosmolene	18	18	0.378275333
Methylosmolene	18	17	0.623372889
Methylosmolene	18	16	0.656207
Methylosmolene	18	15	0.163992322
Methylosmolene	18	14	0.711419333
Methylosmolene	18	13	0.543120667
Methylosmolene	18	12	0.357685729
Methylosmolene	18	11	0.607327011
Methylosmolene	18	10	0.398948889
Methylosmolene	18	9	0.619003956
Methylosmolene	18	8	0.720830622
Methylosmolene	18	7	0.280943956
Methylosmolene	18	6	0.468809889
Methylosmolene	18	5	0.690048267
Methylosmolene	18	4	0.707970444
Methylosmolene	18	3	0.474520011
Methylosmolene	18	2	0.387226811
Methylosmolene	18	1	0.385625711
Methylosmolene	18	0	0.469809556
Methylosmolene	17	23	0.552399222
Methylosmolene	17	22	0.464035756
Methylosmolene	17	21	0.405211532
Methylosmolene	17	20	0.530250778
Methylosmolene	17	19	0.693289744
Methylosmolene	17	18	0.531055811
Methylosmolene	17	17	0.673973933
Methylosmolene	17	16	0.379482456
Methylosmolene	17	15	0.610141209
Methylosmolene	17	14	0.431015333
Methylosmolene	17	13	0.216101976
Methylosmolene	17	12	0.442957622
Methylosmolene	17	11	0.608780184
Methylosmolene	17	10	0.592876344
Methylosmolene	17	9	0.678858488
Methylosmolene	17	8	0.732447722
Methylosmolene	17	7	0.299094113
Methylosmolene	17	6	0.336679875
Methylosmolene	17	5	2.433929667
Methylosmolene	17	4	0.260843489
Methylosmolene	17	3	2.617500617
Methylosmolene	17	2	0.402301211
Methylosmolene	17	1	0.530051444
Methylosmolene	17	0	0.260254533
Methylosmolene	16	23	0.989962844
Methylosmolene	16	22	0.3685974
Methylosmolene	16	21	0.392132863
Methylosmolene	16	20	0.233816425
Methylosmolene	16	19	0.435458478
Methylosmolene	16	18	0.445473111
Methylosmolene	16	17	0.533135467
Methylosmolene	16	16	0.539449375
Methylosmolene	16	15	0.425452022
Methylosmolene	16	14	0.34908873
Methylosmolene	16	13	0.443790333
Methylosmolene	16	12	0.370718939
Methylosmolene	16	11	0.530889122
Methylosmolene	16	10	0.394207178
Methylosmolene	16	9	0.461278544
Methylosmolene	16	8	0.529990533
Methylosmolene	16	7	0.275946822
Methylosmolene	16	6	0.504703609
Methylosmolene	16	5	0.290893256
Methylosmolene	16	4	0.852295967
Methylosmolene	16	3	1.061352178
Methylosmolene	16	2	0.592247444
Methylosmolene	16	1	0.355592774
Methylosmolene	16	0	0.573606378
Methylosmolene	15	23	1.344842889
Methylosmolene	15	22	6.454158478
Methylosmolene	15	21	0.328295075
Methylosmolene	15	20	0.348416589
Methylosmolene	15	19	0.506957544
Methylosmolene	15	18	0.647739778
Methylosmolene	15	17	0.427345656
Methylosmolene	15	16	0.602445333
Methylosmolene	15	15	0.562254867
Methylosmolene	15	14	0.39888325
Methylosmolene	15	13	0.433564
Methylosmolene	15	12	0.349832022
Methylosmolene	15	11	0.392462426
Methylosmolene	15	10	0.60968425
Methylosmolene	15	9	0.316630412
Methylosmolene	15	8	0.295136444
Methylosmolene	15	7	0.322051433
Methylosmolene	15	6	0.39078265
Methylosmolene	15	5	4.081412689
Methylosmolene	15	4	0.46442
Methylosmolene	15	3	0.328272667
Methylosmolene	15	2	0.617045989
Methylosmolene	15	1	1.839248067
Methylosmolene	15	0	0.322583922
Methylosmolene	14	23	0.312632289
Methylosmolene	14	22	0.480901889
Methylosmolene	14	21	0.549045278
Methylosmolene	14	20	0.413584989
Methylosmolene	14	19	0.457365244
Methylosmolene	14	18	0.586201376
Methylosmolene	14	17	0.480666178
Methylosmolene	14	16	0.163703444
Methylosmolene	14	15	0.474855625
Methylosmolene	14	14	0.517497
Methylosmolene	14	13	0.615127222
Methylosmolene	14	12	0.636213556
Methylosmolene	14	11	0.434340778
Methylosmolene	14	10	0.512943367
Methylosmolene	14	9	0.585399878
Methylosmolene	14	8	0.547988667
Methylosmolene	14	7	0.390242578
Methylosmolene	14	6	0.343147522
Methylosmolene	14	5	0.522956422
Methylosmolene	14	4	5.691323756
Methylosmolene	14	3	0.305033022
Methylosmolene	14	2	0.576800111
Methylosmolene	14	1	0.252309178
Methylosmolene	14	0	0.417591333
Methylosmolene	13	23	0.431843667
Methylosmolene	13	22	0.351013024
Methylosmolene	13	21	0.449203667
Methylosmolene	13	20	0.380679578
Methylosmolene	13	19	0.296085444
Methylosmolene	13	18	0.5787035
Methylosmolene	13	17	0.418436933
Methylosmolene	13	16	0.328561313
Methylosmolene	13	15	0.823862556
Methylosmolene	13	14	0.193314778
Methylosmolene	13	13	0.705402808
Methylosmolene	13	12	0.617710222
Methylosmolene	13	11	0.518851856
Methylosmolene	13	10	0.376689044
Methylosmolene	13	9	0.553587738
Methylosmolene	13	8	0.373270989
Methylosmolene	13	7	0.183881767
Methylosmolene	13	6	0.643687389
Methylosmolene	13	5	0.416351467
Methylosmolene	13	4	0.397827667
Methylosmolene	13	3	0.417439844
Methylosmolene	13	2	0.652513167
Methylosmolene	13	1	0.266449722
Methylosmolene	13	0	0.272317444
Methylosmolene	12	23	0.380763222
Methylosmolene	12	22	0.301074789
Methylosmolene	12	21	0.490550263
Methylosmolene	12	20	0.374705667
Methylosmolene	12	19	0.427633889
Methylosmolene	12	18	0.304486378
Methylosmolene	12	17	0.36771256
Methylosmolene	12	16	0.328212989
Methylosmolene	12	15	0.30712485
Methylosmolene	12	14	0.452414389
Methylosmolene	12	13	0.734818625
Methylosmolene	12	12	0.486883556
Methylosmolene	12	11	0.557183638
Methylosmolene	12	10	0.550507622
Methylosmolene	12	9	0.401923774
Methylosmolene	12	8	0.335353244
Methylosmolene	12	7	0.508010333
Methylosmolene	12	6	0.50921225
Methylosmolene	12	5	0.350652878
Methylosmolene	12	4	0.748870111
Methylosmolene	12	3	0.363846267
Methylosmolene	12	2	0.265536578
Methylosmolene	12	1	1.596091933
Methylosmolene	12	0	0.648838144
Methylosmolene	11	23	0.689056333
Methylosmolene	11	22	0.600895533
Methylosmolene	11	21	0.248932068
Methylosmolene	11	20	0.567496711
Methylosmolene	11	19	0.384849511
Methylosmolene	11	18	0.326579111
Methylosmolene	11	17	0.250602578
Methylosmolene	11	16	0.375799911
Methylosmolene	11	15	0.415792333
Methylosmolene	11	14	0.403429711
Methylosmolene	11	13	0.409627211
Methylosmolene	11	12	0.533095333
Methylosmolene	11	11	0.464706422
Methylosmolene	11	10	0.386198778
Methylosmolene	11	9	0.405964089
Methylosmolene	11	8	0.393589
Methylosmolene	11	7	0.594878133
Methylosmolene	11	6	0.358448756
Methylosmolene	11	5	0.390302133
Methylosmolene	11	4	0.347234556
Methylosmolene	11	3	5.188089889
Methylosmolene	11	2	0.585444111
Methylosmolene	11	1	3.399601667
Methylosmolene	11	0	0.205598711
Methylosmolene	10	23	0.396499944
Methylosmolene	10	22	0.528466876
Methylosmolene	10	21	0.693905778
Methylosmolene	10	20	0.509964333
Methylosmolene	10	19	0.584050778
Methylosmolene	10	18	0.451403222
Methylosmolene	10	17	0.545200986
Methylosmolene	10	16	0.299457189
Methylosmolene	10	15	0.656846667
Methylosmolene	10	14	0.39893664
Methylosmolene	10	13	0.639151189
Methylosmolene	10	12	0.425861578
Methylosmolene	10	11	0.332301344
Methylosmolene	10	10	0.253807144
Methylosmolene	10	9	0.538022589
Methylosmolene	10	8	0.298917333
Methylosmolene	10	7	0.303937778
Methylosmolene	10	6	0.508614311
Methylosmolene	10	5	0.444516578
Methylosmolene	10	4	0.754811089
Methylosmolene	10	3	0.2907884
Methylosmolene	10	2	0.209911844
Methylosmolene	10	1	0.263475913
Methylosmolene	10	0	0.838772333
Methylosmolene	9	23	0.510179556
Methylosmolene	9	22	0.6805572
Methylosmolene	9	21	0.637432889
Methylosmolene	9	20	0.377653778
Methylosmolene	9	19	0.288688789
Methylosmolene	9	18	0.771516978
Methylosmolene	9	17	0.165726743
Methylosmolene	9	16	0.465433333
Methylosmolene	9	15	0.258462333
Methylosmolene	9	14	0.294735411
Methylosmolene	9	13	0.517940867
Methylosmolene	9	12	0.468804344
Methylosmolene	9	11	0.562690278
Methylosmolene	9	10	0.618809567
Methylosmolene	9	9	0.507811256
Methylosmolene	9	8	0.558472556
Methylosmolene	9	7	0.474438661
Methylosmolene	9	6	0.286867778
Methylosmolene	9	5	0.348989278
Methylosmolene	9	4	0.469553333
Methylosmolene	9	3	0.457808444
Methylosmolene	9	2	1.141479503
Methylosmolene	9	1	11.109544433
Methylosmolene	9	0	0.437981133
Methylosmolene	8	23	0.424752333
Methylosmolene	8	22	0.642727511
Methylosmolene	8	21	0.366327689
Methylosmolene	8	20	0.517399211
Methylosmolene	8	19	0.802952289
Methylosmolene	8	18	0.4526651
Methylosmolene	8	17	0.5710307
Methylosmolene	8	16	0.378810889
Methylosmolene	8	15	0.4207507
Methylosmolene	8	14	0.771492725
Methylosmolene	8	13	1.052747111
Methylosmolene	8	12	0.257269
Methylosmolene	8	11	0.423330967
Methylosmolene	8	10	0.335988267
Methylosmolene	8	9	0.344818244
Methylosmolene	8	8	0.3168588
Methylosmolene	8	7	0.672571667
Methylosmolene	8	6	0.7569909
Methylosmolene	8	5	0.244601619
Methylosmolene	8	4	0.317757433
Methylosmolene	8	3	1.314183283
Methylosmolene	8	2	0.212039322
Methylosmolene	8	1	0.322313189
Methylosmolene	8	0	1.702560944
Methylosmolene	7	23	1.389524656
Methylosmolene	7	22	0.422343444
Methylosmolene	7	21	0.382080689
Methylosmolene	7	20	0.477310262
Methylosmolene	7	19	0.380306556
Methylosmolene	7	18	0.732483222
Methylosmolene	7	17	0.448751656
Methylosmolene	7	16	0.3995703
Methylosmolene	7	15	0.464214878
Methylosmolene	7	14	0.386129934
Methylosmolene	7	13	0.270234267
Methylosmolene	7	12	0.530369778
Methylosmolene	7	11	0.487992711
Methylosmolene	7	10	0.347716544
Methylosmolene	7	9	0.5634342
Methylosmolene	7	8	0.488831667
Methylosmolene	7	7	0.372636222
Methylosmolene	7	6	0.727275367
Methylosmolene	7	5	1.008573763
Methylosmolene	7	4	1.440317614
Methylosmolene	7	3	1.181183922
Methylosmolene	7	2	4.664311667
Methylosmolene	7	1	0.812949864
Methylosmolene	7	0	1.861305244
Methylosmolene	6	23	0.417015067
Methylosmolene	6	22	0.281225722
Methylosmolene	6	21	0.572854511
Methylosmolene	6	20	0.276054322
Methylosmolene	6	19	0.3029943
Methylosmolene	6	18	0.711723478
Methylosmolene	6	17	0.564904556
Methylosmolene	6	16	0.387896933
Methylosmolene	6	15	0.796699444
Methylosmolene	6	14	0.371152444
Methylosmolene	6	13	0.405995813
Methylosmolene	6	12	0.342418213
Methylosmolene	6	11	0.4207337
Methylosmolene	6	10	0.503504378
Methylosmolene	6	9	0.375855789
Methylosmolene	6	8	0.632410569
Methylosmolene	6	7	0.356201962
Methylosmolene	6	6	0.31542305
Methylosmolene	6	5	0.409776667
Methylosmolene	6	4	0.280465111
Methylosmolene	6	3	0.636292111
Methylosmolene	6	2	0.304659011
Methylosmolene	6	1	0.405013244
Methylosmolene	5	23	0.6720148
Methylosmolene	5	22	0.401640689
Methylosmolene	5	21	0.494457333
Methylosmolene	5	20	0.51101318
Methylosmolene	5	19	0.584794889
Methylosmolene	5	18	0.298675911
Methylosmolene	5	17	0.538785633
Methylosmolene	5	16	0.366829478
Methylosmolene	5	15	0.375331456
Methylosmolene	5	14	0.551448244
Methylosmolene	5	13	0.424688278
Methylosmolene	5	12	0.463586889
Methylosmolene	5	11	0.538595322
Methylosmolene	5	10	0.442740633
Methylosmolene	5	9	0.3400793
Methylosmolene	5	8	0.550109689
Methylosmolene	5	7	0.515624778
Methylosmolene	5	6	0.629171807
Methylosmolene	5	5	0.429379244
Methylosmolene	5	4	0.387919456
Methylosmolene	5	3	0.345235167
Methylosmolene	5	2	0.389793589
Methylosmolene	5	1	0.965701889
Methylosmolene	5	0	0.664932567
Methylosmolene	4	23	0.394582333
Methylosmolene	4	22	0.648708733
Methylosmolene	4	21	0.485397117
Methylosmolene	4	20	0.626654834
Methylosmolene	4	19	0.235763513
Methylosmolene	4	18	0.359464667
Methylosmolene	4	17	0.5230718
Methylosmolene	4	16	0.377842136
Methylosmolene	4	15	0.291570333
Methylosmolene	4	14	0.598125033
Methylosmolene	4	13	0.478503978
Methylosmolene	4	12	0.509724044
Methylosmolene	4	11	0.264470557
Methylosmolene	4	10	0.569989603
Methylosmolene	4	9	0.295167144
Methylosmolene	4	8	0.291852667
Methylosmolene	4	7	0.306438544
Methylosmolene	4	6	0.280647689
Methylosmolene	4	5	0.383577667
Methylosmolene	4	4	0.505499556
Methylosmolene	4	3	0.327553333
Methylosmolene	4	2	0.445864344
Methylosmolene	4	1	0.342069344
Methylosmolene	4	0	0.414607356
Methylosmolene	3	23	0.364230983
Methylosmolene	3	22	0.612324822
Methylosmolene	3	21	0.818682222
Methylosmolene	3	20	0.427123229
Methylosmolene	3	19	0.644741556
Methylosmolene	3	18	0.552901967
Methylosmolene	3	17	0.572293811
Methylosmolene	3	16	0.284019333
Methylosmolene	3	15	0.528362256
Methylosmolene	3	14	0.408635587
Methylosmolene	3	13	0.676878056
Methylosmolene	3	12	0.720936589
Methylosmolene	3	11	0.746040693
Methylosmolene	3	10	0.601814956
Methylosmolene	3	9	0.410675778
Methylosmolene	3	8	0.253866987
Methylosmolene	3	7	0.383032089
Methylosmolene	3	6	0.3698345
Methylosmolene	3	5	0.579118667
Methylosmolene	3	4	0.465757778
Methylosmolene	3	3	0.214210678
Methylosmolene	3	2	0.420211556
Methylosmolene	3	1	0.471539411
Methylosmolene	3	0	5.058195922
Methylosmolene	2	23	0.283200111
Methylosmolene	2	22	0.882810111
Methylosmolene	2	21	0.441097489
Methylosmolene	2	20	0.330747612
Methylosmolene	2	19	0.587706567
Methylosmolene	2	18	0.415235833
Methylosmolene	2	17	0.324973078
Methylosmolene	2	16	0.464518333
Methylosmolene	2	15	0.288009989
Methylosmolene	2	14	0.308568333
Methylosmolene	2	13	0.584030511
Methylosmolene	2	12	0.598388043
Methylosmolene	2	11	0.648134922
Methylosmolene	2	10	0.466810463
Methylosmolene	2	9	0.408109622
Methylosmolene	2	8	0.600597111
Methylosmolene	2	7	0.626995644
Methylosmolene	2	6	0.414531778
Methylosmolene	2	5	3.5416649
Methylosmolene	2	4	10.317203
Methylosmolene	2	3	6.442952067
Methylosmolene	2	2	0.388073778
Methylosmolene	2	1	0.278539689
Methylosmolene	1	23	0.416418422
Methylosmolene	1	22	0.472427356
Methylosmolene	1	21	0.163270733
Methylosmolene	1	20	0.348113037
Methylosmolene	1	19	0.600336222
Methylosmolene	1	18	0.652382488
Methylosmolene	1	17	0.516613589
Methylosmolene	1	16	0.184422138
Methylosmolene	1	15	0.368029233
Methylosmolene	1	14	0.424873644
Methylosmolene	1	13	0.570447676
Methylosmolene	1	12	0.6950495
Methylosmolene	1	11	0.896710111
Methylosmolene	1	10	0.392738847
Methylosmolene	1	9	0.531783022
Methylosmolene	1	8	0.299302222
Methylosmolene	1	7	0.2837861
Methylosmolene	1	6	0.563169778
Methylosmolene	1	5	0.37798644
Methylosmolene	1	4	0.347148678
Methylosmolene	1	3	0.306519078
Methylosmolene	1	2	0.306484333
Methylosmolene	1	1	0.553460111
Methylosmolene	1	0	0.7577089
Chlorodinine	30	23	0.423132911
Chlorodinine	30	22	0.332678244
Chlorodinine	30	21	0.575749744
Chlorodinine	30	20	0.410498089
Chlorodinine	30	19	0.430849778
Chlorodinine	30	18	0.537687711
Chlorodinine	30	17	0.423238
Chlorodinine	30	16	0.806149
Chlorodinine	30	15	0.366585222
Chlorodinine	30	14	0.544821667
Chlorodinine	30	13	0.396080222
Chlorodinine	30	12	0.618465254
Chlorodinine	30	11	0.837229
Chlorodinine	30	10	0.612169911
Chlorodinine	30	9	0.567257278
Chlorodinine	30	8	0.557729489
Chlorodinine	30	7	0.539783922
Chlorodinine	30	6	0.215951144
Chlorodinine	30	5	0.727814722
Chlorodinine	30	4	0.454494111
Chlorodinine	30	3	0.556696778
Chlorodinine	30	2	0.622930289
Chlorodinine	30	1	0.296177889
Chlorodinine	30	0	0.868606
Chlorodinine	29	23	0.528090711
Chlorodinine	29	22	0.331572967
Chlorodinine	29	21	0.407326133
Chlorodinine	29	20	0.245092733
Chlorodinine	29	19	0.436734333
Chlorodinine	29	18	0.731581444
Chlorodinine	29	17	0.445878778
Chlorodinine	29	16	0.474764
Chlorodinine	29	15	0.347312222
Chlorodinine	29	14	0.537617333
Chlorodinine	29	13	0.442896333
Chlorodinine	29	12	1.030193111
Chlorodinine	29	11	0.622718522
Chlorodinine	29	10	0.634890033
Chlorodinine	29	9	0.374805367
Chlorodinine	29	8	0.533192522
Chlorodinine	29	7	0.544940444
Chlorodinine	29	6	0.814033222
Chlorodinine	29	5	0.894052333
Chlorodinine	29	4	0.380979241
Chlorodinine	29	3	0.319064822
Chlorodinine	29	2	0.343928356
Chlorodinine	29	1	0.534242467
Chlorodinine	29	0	0.228626989
Chlorodinine	28	23	0.638617011
Chlorodinine	28	22	0.342875044
Chlorodinine	28	21	0.651929667
Chlorodinine	28	20	0.521323444
Chlorodinine	28	19	0.344649433
Chlorodinine	28	18	0.308940778
Chlorodinine	28	17	0.421487607
Chlorodinine	28	16	0.3334711
Chlorodinine	28	15	0.321840236
Chlorodinine	28	14	0.611055222
Chlorodinine	28	13	0.322629689
